q1,q2,q3,q4,q5,q6,index,obj,alpha_6,a_6,theta_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,a_3,alpha_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
100.449,1.481,131.566,81.789,-96.524,233.860,theta_5,-1.826,-0.785,-0.328,-0.430,0.013,-4.941,-1.192,1.081,0.098,0.602,1.493,0.464,0.551,-0.014,-0.027,-0.042,-0.638,0.113,0.027,-0.111,0.388,0.513,-0.053,0.000,-0.000
100.832,1.022,132.124,80.191,-93.998,238.326,theta_5,-1.828,-0.811,-0.406,-0.531,0.037,-4.837,-1.146,1.058,0.092,0.544,1.490,0.408,0.494,-0.012,-0.100,-0.040,-0.630,0.121,0.031,-0.105,0.390,0.476,-0.048,-0.000,-0.000
101.710,0.855,131.286,80.473,-89.254,248.746,theta_5,-1.839,-0.821,-0.563,-0.737,0.070,-4.758,-1.092,0.979,0.075,0.473,1.478,0.473,0.553,-0.002,-0.166,-0.032,-0.572,0.122,0.033,-0.090,0.377,0.393,-0.040,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.036,2.144,-5.550,70.000,122.382,96.139,theta_5,-1.124,-0.425,-0.217,-0.284,-0.198,3.047,0.484,-0.198,0.387,0.275,-0.069,-0.257,1.857,1.582,-0.364,-0.006,-0.399,0.121,0.021,-0.034,0.096,0.107,-0.003,-0.000,-0.000
103.790,3.901,-4.642,70.000,122.940,100.057,theta_5,-1.132,-0.400,-0.243,-0.318,-0.207,3.045,0.485,0.054,0.338,0.227,-0.064,-0.006,1.626,1.842,-0.156,-0.013,-0.384,0.064,0.008,-0.080,0.174,0.263,-0.008,-0.000,-0.000
104.993,4.415,-5.987,70.000,122.496,108.698,theta_5,-1.131,-0.396,-0.348,-0.456,-0.202,3.007,0.485,0.119,0.356,0.269,-0.067,0.111,1.552,1.847,-0.083,-0.006,-0.410,0.034,0.004,-0.036,0.074,0.113,-0.004,-0.000,-0.000
107.498,2.362,126.409,-54.446,64.895,75.947,a_5,-0.341,0.516,-0.895,-1.172,-0.181,-0.027,-0.341,0.048,0.231,-0.009,0.147,0.195,0.200,-0.218,-0.299,-0.012,-0.435,0.107,-0.016,0.069,-0.221,-0.211,0.003,0.000,-0.000
107.320,1.874,127.499,-58.908,64.307,87.960,a_5,-0.342,0.608,-0.792,-1.036,-0.209,-0.016,-0.354,0.042,0.299,-0.044,0.162,0.225,0.182,-0.282,-0.376,-0.008,-0.392,0.136,-0.014,0.064,-0.182,-0.193,0.002,0.000,-0.000
111.358,-3.570,141.169,-74.477,55.115,131.245,a_5,-0.304,-0.200,1.014,1.328,-0.000,-0.738,-0.454,0.086,0.380,-0.309,-0.239,-0.194,-0.013,-0.107,-0.504,0.066,0.534,0.335,0.105,0.221,-0.452,-0.474,-0.015,0.000,-0.000
100.860,-1.741,137.482,-71.638,118.014,236.609,a_5,-0.268,-0.176,-0.704,-0.921,-0.008,0.791,0.351,0.092,0.354,0.214,-0.215,-0.135,-0.016,-0.104,-0.597,-0.057,-0.566,0.187,0.078,-0.128,0.083,0.464,-0.024,0.000,-0.000
105.303,1.308,127.247,-58.619,109.659,266.012,a_5,-0.240,0.693,0.272,0.356,-0.233,0.410,0.274,0.102,0.317,0.306,0.128,0.239,0.177,0.128,-0.520,0.002,-0.564,0.169,-0.010,-0.026,0.215,0.084,-0.002,0.000,-0.000
104.106,-0.916,129.370,-59.610,113.053,256.438,a_5,-0.238,0.552,-0.070,-0.091,-0.195,0.651,0.347,0.161,0.349,0.405,0.033,0.220,0.132,0.188,-0.822,-0.003,-0.625,0.255,0.012,-0.073,0.379,0.245,-0.007,0.000,-0.000
107.424,2.078,126.945,-56.789,64.355,-277.051,a_5,-0.343,0.577,-0.838,-1.097,-0.199,-0.027,-0.352,0.054,0.268,-0.033,0.155,0.219,0.191,-0.265,-0.342,-0.010,-0.412,0.124,-0.016,0.067,-0.204,-0.205,0.002,0.000,-0.000
105.776,3.396,147.331,-93.259,87.754,-0.756,alpha_5,-1.175,0.022,-0.073,-0.095,-0.264,0.235,-0.027,-1.520,0.489,-0.044,0.268,-1.003,0.111,-0.123,-0.229,0.001,0.324,0.077,-0.004,-0.006,0.057,0.019,-0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
148.95,-23.33,122.92,-1.07,56.02,-30.84,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
128.68,-23.49,133.13,100.98,-74.33,-93.83,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
105.605,3.384,126.331,91.906,-86.695,180.677,alpha_5,-2.180,-0.105,-0.031,-0.041,-0.289,-0.002,-0.094,4.596,-0.650,0.293,1.701,0.731,-0.225,0.129,-0.239,-0.000,-0.378,0.079,0.004,-0.014,0.045,0.042,-0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
165.81,-28.41,118.3,23.63,49.79,-52.47,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
154.54,-13.79,117.07,-91.37,-24.87,-81.45,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
151.91,13.43,112.01,-118.54,-22.3,-82.88,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
153.04,0,108.94,-180,-81.12,-151.16,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
106.823,9.677,38.229,-179.999,-95.000,-165.346,alpha_5,-1.182,-0.068,-0.119,-0.156,-0.286,-0.947,-0.288,4.784,-0.709,-0.154,1.713,1.169,0.951,1.441,0.672,-0.000,-2.597,-0.240,-0.008,0.042,-0.180,-0.127,0.002,-0.000,-0.000
108.048,11.543,38.724,-180.000,-95.000,-178.550,alpha_5,-1.180,-0.034,0.028,0.037,-0.285,-0.676,-0.271,4.974,-0.753,0.051,1.711,1.261,0.792,1.417,0.976,-0.003,-2.778,-0.369,-0.008,0.103,-0.385,-0.298,0.004,0.000,-0.000
107.258,12.995,38.240,-180.000,-94.554,-166.149,alpha_5,-1.192,-0.041,-0.132,-0.173,-0.282,-0.972,-0.297,4.993,-0.766,-0.079,1.708,1.361,1.059,1.402,1.145,-0.002,-2.478,-0.422,-0.010,0.063,-0.307,-0.188,0.003,-0.000,-0.000
107.272,13.323,38.404,-180.000,-94.999,-169.174,alpha_5,-1.193,-0.036,-0.091,-0.119,-0.282,-0.923,-0.297,5.028,-0.773,-0.055,1.709,1.379,1.033,1.397,1.192,-0.002,-2.508,-0.440,-0.010,0.064,-0.313,-0.190,0.003,-0.000,-0.000
107.298,14.023,38.422,-180.000,-95.000,-170.404,alpha_5,-1.193,-0.029,-0.080,-0.105,-0.281,-0.895,-0.295,5.078,-0.786,-0.034,1.708,1.416,1.033,1.388,1.290,-0.002,-2.509,-0.478,-0.009,0.065,-0.330,-0.194,0.003,0.000,-0.000
104.000,15.665,31.663,-178.141,-90.020,220.000,alpha_5,-1.095,0.030,-0.486,-0.636,-0.286,-0.941,-0.189,4.830,-0.772,-0.356,1.700,1.435,1.176,1.450,1.414,0.002,-2.515,-0.435,-0.021,-0.083,0.194,0.270,-0.003,-0.000,-0.000
107.385,17.555,42.060,-179.989,-95.000,-174.513,alpha_5,-1.166,-0.017,-0.045,-0.059,-0.237,-0.879,-0.306,5.249,-0.821,0.089,1.730,1.798,1.052,1.296,1.782,-0.005,-2.328,-0.669,-0.004,0.068,-0.435,-0.205,0.003,-0.000,-0.000
102.846,41.381,48.892,-180.000,-93.317,-179.981,alpha_5,-1.117,-0.014,-0.115,-0.151,0.000,0.007,-0.066,7.061,-1.410,0.064,1.418,2.676,1.296,0.807,4.561,0.038,-1.798,-1.339,0.231,-0.094,-0.040,0.340,-0.001,-0.000,-0.000
105.965,3.902,136.066,-97.550,86.526,-179.222,d_5,-1.513,0.764,-0.072,-0.094,-0.284,0.185,-0.043,-0.610,0.752,-0.007,0.287,-0.063,0.010,-0.036,-0.154,0.000,-0.030,0.052,0.003,0.003,-0.003,-0.008,0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
104.740,3.413,-48.920,70.000,115.422,146.325,d_5,-0.276,-0.155,-0.695,-0.910,-0.099,2.070,0.341,-2.177,1.065,1.306,-0.049,-1.776,1.957,0.489,-0.187,-0.012,-1.586,0.064,0.018,-0.041,0.018,0.123,-0.003,-0.000,-0.000
104.317,3.317,-50.009,70.000,115.087,147.501,d_5,-0.276,-0.143,-0.685,-0.897,-0.095,2.014,0.330,-2.235,1.082,1.313,-0.046,-1.837,1.957,0.468,-0.202,-0.016,-1.645,0.070,0.019,-0.054,0.025,0.166,-0.004,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
165.81,-28.41,118.3,23.63,49.79,-52.47,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
154.54,-13.79,117.07,-91.37,-24.87,-81.45,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
151.91,13.43,112.01,-118.54,-22.3,-82.88,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
153.04,0,108.94,-180,-81.12,-151.16,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
112.732,-10.621,106.511,-180.000,-81.177,-152.196,d_5,-0.298,-0.008,0.463,0.606,-0.041,-1.160,-0.268,-3.234,1.343,0.097,1.429,3.098,0.291,-0.797,-1.615,0.076,-0.165,0.642,0.162,0.265,-0.141,-0.635,0.022,0.000,-0.000
113.041,-11.496,106.739,-180.000,-79.994,214.247,d_5,-0.298,-0.061,0.518,0.678,-0.030,-1.259,-0.269,-3.344,1.355,0.117,1.414,3.087,0.289,-0.755,-1.703,0.080,-0.141,0.674,0.172,0.273,-0.116,-0.651,0.024,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
148.95,-23.33,122.92,-1.07,56.02,-30.84,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
128.68,-23.49,133.13,100.98,-74.33,-93.83,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
106.571,3.488,124.083,117.196,-85.597,180.213,d_5,-0.416,-0.536,0.133,0.174,0.236,-0.180,-0.115,-1.719,1.033,-0.119,1.645,1.415,0.005,-0.394,-0.128,0.008,0.052,0.044,0.020,0.022,-0.029,-0.058,0.001,0.000,-0.000
105.906,4.295,136.198,-88.344,82.780,-142.503,alpha_4,-3.680,0.086,1.251,1.637,-0.128,-0.612,-0.094,-0.272,0.553,-1.705,0.057,-0.044,-0.026,0.003,-0.085,-0.000,0.029,0.030,0.003,-0.000,-0.062,0.000,0.000,0.000,-0.000
105.941,4.207,136.063,-87.469,89.912,145.152,alpha_4,-3.494,-0.214,-1.261,-1.650,-0.047,0.796,-0.001,-0.120,0.492,1.650,0.048,-0.031,0.010,0.004,-0.087,0.000,-0.060,0.027,0.003,0.001,0.062,-0.003,0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
144.51,-0.24,129.47,28.52,17.21,-177.32,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
144.508,20.394,139.260,-1.892,17.213,-177.319,alpha_4,-0.556,-0.831,-0.395,-0.518,0.000,-1.261,-0.396,2.440,-0.168,3.367,0.561,0.889,0.178,0.112,0.267,0.233,3.607,-1.548,-0.040,2.087,-1.367,-2.925,0.405,0.000,-0.000
144.51,-0.24,129.47,28.52,17.21,-177.32,JOINT_CONTINUE,,,,,,,,,,,,,,,,,,,,,,,,,
144.51,-0.24,129.47,28.52,17.21,167.877,JOINT_CONTINUE,,,,,,,,,,,,,,,,,,,,,,,,,
143.355,17.449,139.070,-10.454,15.350,167.877,alpha_4,-0.569,-0.838,-0.052,-0.068,0.000,-1.170,-0.435,2.265,-0.126,3.133,0.490,0.826,0.285,0.180,0.230,0.269,3.234,-1.251,-0.043,2.020,-0.826,-2.828,0.365,0.000,-0.000
138.263,12.748,134.187,-20.503,30.459,177.442,alpha_4,-0.580,-0.867,-0.110,-0.144,0.000,-0.906,-0.323,2.108,-0.079,2.684,0.350,1.055,0.421,0.158,0.200,0.286,2.621,-0.787,-0.038,1.674,-0.227,-2.496,0.271,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
148.95,-23.33,122.92,-1.07,56.02,-30.84,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
128.68,-23.49,133.13,100.98,-74.33,-93.83,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
152.872,-6.515,137.727,151.051,-42.559,-315.600,alpha_4,-0.617,-0.760,-0.097,-0.127,0.000,1.791,0.239,-4.955,1.394,-4.171,1.280,2.543,0.082,0.103,0.811,0.546,2.524,0.761,0.123,3.087,0.774,-3.071,0.140,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
53.914,-11.678,-51.101,69.987,130.732,-250.821,alpha_4,-0.554,-0.488,-0.934,-1.223,-0.000,0.884,-0.066,-3.237,1.191,3.463,-0.054,-2.262,1.838,-0.690,-0.150,-0.611,0.190,-0.526,0.176,0.763,0.222,4.690,-0.103,-0.000,-0.000
105.976,3.987,135.515,-96.485,85.760,-181.096,a_4,-0.826,0.787,-0.085,-0.111,-0.290,0.181,-0.052,-0.570,0.739,-0.015,0.293,-0.010,-0.047,0.016,-0.142,0.000,-0.042,0.048,0.002,0.003,-0.004,-0.009,0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
148.95,-23.33,122.92,-1.07,56.02,-30.84,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
128.68,-23.49,133.13,100.98,-74.33,-93.83,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
105.893,-1.297,136.818,86.593,-86.584,181.430,a_4,-1.959,-0.848,0.135,0.176,0.290,-0.272,-0.133,-0.201,0.645,0.006,1.701,0.018,-0.210,-0.005,-0.607,-0.000,-0.046,0.199,0.080,-0.001,-0.131,0.002,-0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
165.81,-28.41,118.3,23.63,49.79,-52.47,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
154.54,-13.79,117.07,-91.37,-24.87,-81.45,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
151.91,13.43,112.01,-118.54,-22.3,-82.88,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
153.04,0,108.94,-180,-81.12,-151.16,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
108.633,-0.726,71.470,-180.000,-94.996,-161.808,a_4,-0.523,-0.252,0.073,0.095,-0.025,-1.751,-0.461,2.455,-0.016,0.271,1.935,2.456,0.478,1.031,-0.722,0.007,-1.577,0.257,0.020,0.126,-0.205,-0.361,0.009,-0.000,-0.000
109.815,0.844,74.441,-179.995,-94.399,-173.288,a_4,-0.518,-0.190,0.116,0.152,-0.015,-1.450,-0.444,2.354,0.031,0.351,1.947,2.682,0.965,0.204,-0.479,0.010,-1.533,0.177,0.015,0.187,-0.374,-0.518,0.013,0.000,-0.000
105.860,5.039,117.378,-26.400,77.513,136.106,theta_4,-5.725,-0.713,0.382,0.500,-0.036,0.345,-0.152,1.881,-0.075,0.223,0.070,2.058,0.044,-0.000,0.001,-0.001,0.005,0.000,-0.000,-0.002,0.000,0.005,-0.000,-0.000,-0.000
105.850,5.038,117.114,-26.606,80.015,144.338,theta_4,-5.735,-0.759,0.272,0.355,-0.035,0.354,-0.122,1.943,-0.069,0.233,0.064,2.087,0.045,-0.001,0.001,-0.001,0.006,0.000,-0.000,-0.002,0.000,0.006,-0.000,-0.000,-0.000
105.809,4.973,155.000,-120.122,109.618,255.770,theta_4,-6.121,-0.119,0.008,0.011,0.056,0.369,0.306,-1.760,0.803,0.159,-0.188,-2.117,0.048,0.003,-0.006,-0.001,0.011,0.003,0.001,-0.003,0.001,0.010,-0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
148.95,-23.33,122.92,-1.07,56.02,-30.84,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
128.68,-23.49,133.13,100.98,-74.33,-93.83,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
106.250,5.298,106.828,118.550,-99.776,27.538,theta_4,-4.948,-0.429,-0.381,-0.499,0.138,-1.449,-0.615,-2.077,0.536,-0.199,1.754,3.111,0.141,-0.013,0.028,0.003,-0.036,-0.012,-0.003,0.012,-0.007,-0.034,0.001,0.000,-0.000
104.763,3.676,152.713,-97.966,93.005,35.019,alpha_3,-2.350,-0.582,-0.079,-0.104,0.000,0.907,0.033,-1.343,0.397,0.182,-0.035,-1.442,-0.046,-1.568,-0.051,-0.005,0.247,0.047,0.006,-0.026,0.174,0.110,-0.013,0.000,-0.000
106.576,4.001,122.913,-37.995,87.245,237.710,alpha_3,-3.438,-0.625,0.460,0.603,-0.014,-0.631,-0.029,1.373,0.008,-0.503,-0.009,1.343,0.038,-1.891,-0.025,0.006,-0.160,0.031,0.010,0.028,-0.112,-0.062,-0.006,-0.000,-0.000
106.420,5.809,111.155,-7.505,99.147,360.000,alpha_3,-3.692,0.121,0.063,0.082,-0.049,0.713,0.119,1.006,-0.263,0.095,-0.054,0.769,0.324,2.426,0.057,-0.003,-0.234,-0.034,0.003,0.014,-0.149,-0.056,0.005,0.000,-0.000
106.049,4.879,151.592,-100.428,83.110,-44.201,alpha_3,-5.303,-0.301,0.325,0.426,-0.098,-0.687,-0.089,-1.445,0.483,-0.636,0.026,-1.425,-0.068,2.305,0.001,0.000,-0.049,0.005,0.001,0.006,-0.025,-0.015,-0.001,-0.000,-0.000
105.949,5.157,114.183,-12.800,89.056,-314.953,alpha_3,-5.411,-0.325,-0.105,-0.137,0.000,0.866,-0.012,0.993,-0.203,0.135,0.012,1.027,0.218,2.577,0.010,-0.000,-0.037,-0.004,0.000,0.001,-0.017,-0.004,0.000,0.000,-0.000
106.014,4.930,155.000,-104.673,73.200,-360.000,alpha_3,-4.571,-0.030,-0.183,-0.240,-0.179,-0.541,-0.231,-1.839,0.545,-0.402,0.026,-1.940,-0.078,2.298,-0.001,0.000,-0.041,0.003,0.000,0.005,-0.016,-0.013,-0.001,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
106.009,5.249,3.385,70.000,120.945,91.649,a_3,-2.211,-0.350,-0.083,-0.108,-0.223,2.985,0.464,0.494,0.189,-0.064,-0.037,0.327,1.934,1.776,0.028,0.000,-0.273,-0.010,-0.001,0.004,-0.012,-0.012,0.000,0.000,-0.000
106.131,5.311,0.529,70.000,121.233,90.986,a_3,-2.219,-0.360,-0.108,-0.141,-0.221,3.006,0.470,0.304,0.237,0.038,-0.042,0.167,1.889,1.797,0.037,0.001,-0.280,-0.014,-0.002,0.009,-0.023,-0.028,0.001,-0.000,-0.000
106.021,5.296,-8.253,70.000,121.754,86.307,a_3,-2.125,-0.387,-0.150,-0.196,-0.213,3.032,0.478,-0.332,0.385,0.350,-0.051,-0.370,1.734,1.851,0.034,0.001,-0.345,-0.012,-0.002,0.004,-0.012,-0.014,0.000,-0.000,-0.000
106.120,5.263,9.865,69.913,119.858,83.558,a_3,-2.157,-0.295,0.066,0.086,-0.232,2.909,0.444,0.770,0.083,-0.289,-0.017,0.519,2.112,1.725,0.031,0.001,-0.251,-0.012,-0.001,0.009,-0.024,-0.027,0.001,-0.000,-0.000
106.058,5.366,-6.850,70.000,121.892,-253.464,a_3,-2.080,-0.389,-0.342,-0.447,-0.206,3.004,0.481,0.079,0.358,0.298,-0.061,0.084,1.600,1.845,0.043,0.001,-0.372,-0.016,-0.002,0.006,-0.015,-0.018,0.001,-0.000,-0.000
106.107,5.193,7.334,70.000,120.191,-257.776,a_3,-2.075,-0.355,-0.146,-0.190,-0.222,2.912,0.450,0.904,0.124,-0.202,-0.029,0.739,1.897,1.745,0.022,0.001,-0.301,-0.009,-0.001,0.008,-0.020,-0.025,0.001,-0.000,-0.000
105.913,5.132,-2.981,70.000,121.667,-262.961,a_3,-2.182,-0.382,-0.206,-0.269,-0.214,3.022,0.477,0.167,0.297,0.164,-0.052,0.090,1.757,1.822,0.013,0.000,-0.317,-0.004,-0.001,0.000,-0.002,-0.000,0.000,-0.000,-0.000
106.030,5.314,1.891,69.999,121.122,-268.288,a_3,-2.216,-0.355,-0.100,-0.131,-0.222,2.997,0.467,0.404,0.213,-0.011,-0.040,0.253,1.908,1.787,0.037,0.001,-0.277,-0.013,-0.002,0.005,-0.015,-0.015,0.000,0.000,-0.000
106.589,5.463,8.678,70.000,120.077,-291.340,a_3,-2.017,-0.239,0.192,0.251,-0.235,2.882,0.451,0.478,0.100,-0.248,-0.017,0.190,2.194,1.735,0.061,0.003,-0.293,-0.027,-0.002,0.028,-0.075,-0.088,0.003,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
94.239,-63.668,81.308,31.346,127.499,72.140,theta_3,-3.612,-0.839,0.197,0.258,0.000,2.764,0.438,-1.604,0.594,0.114,-0.283,-2.348,1.039,1.425,-8.583,-0.138,-1.002,0.500,0.290,-0.236,0.658,1.070,-0.040,0.000,-0.000
93.549,-67.192,88.402,28.356,127.907,57.451,theta_3,-3.624,-0.779,0.362,0.473,0.000,2.657,0.436,-1.776,0.583,0.068,-0.283,-2.619,0.971,1.369,-9.042,-0.146,-1.130,0.432,0.269,-0.243,0.664,1.134,-0.042,0.000,-0.000
93.666,-65.817,86.343,32.938,127.473,55.959,theta_3,-3.622,-0.743,0.428,0.560,0.000,2.613,0.428,-1.549,0.517,-0.147,-0.276,-2.475,0.951,1.380,-8.869,-0.145,-1.114,0.457,0.278,-0.242,0.639,1.123,-0.041,0.000,-0.000
93.283,-68.414,91.954,27.352,127.975,51.484,theta_3,-3.623,-0.739,0.434,0.568,0.000,2.592,0.434,-1.768,0.560,-0.004,-0.281,-2.668,0.927,1.331,-9.199,-0.150,-1.194,0.407,0.262,-0.245,0.660,1.159,-0.042,0.000,-0.000
92.150,-74.542,103.961,16.005,129.411,31.873,theta_3,-3.604,-0.666,0.531,0.695,0.000,2.401,0.446,-2.330,0.654,0.289,-0.288,-3.202,0.678,1.235,-9.982,-0.164,-1.411,0.329,0.217,-0.256,0.590,1.265,-0.043,-0.000,-0.000
91.682,-75.896,106.828,13.976,130.035,23.722,theta_3,-3.597,-0.615,0.579,0.758,0.000,2.302,0.451,-2.428,0.664,0.321,-0.289,-3.318,0.548,1.210,-10.161,-0.170,-1.467,0.319,0.206,-0.260,0.520,1.309,-0.043,-0.000,-0.000
91.118,-79.142,115.157,4.711,130.608,13.880,theta_3,-3.585,-0.587,0.604,0.791,0.000,2.159,0.452,-2.755,0.738,0.527,-0.287,-3.581,0.352,1.124,-10.563,-0.177,-1.568,0.307,0.178,-0.265,0.442,1.361,-0.042,0.000,-0.000
90.986,-80.065,117.787,2.246,131.099,5.808,theta_3,-3.578,-0.536,0.637,0.834,0.000,2.053,0.458,-2.834,0.754,0.553,-0.287,-3.663,0.204,1.096,-10.693,-0.179,-1.614,0.355,0.170,-0.268,0.367,1.373,-0.040,0.000,-0.000
