q1,q2,q3,q4,q5,q6,index,obj,alpha_6,a_6,theta_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,a_3,alpha_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
105.980,4.959,145.359,-79.295,72.216,-33.315,alpha_3,-9.419,0.079,0.077,0.101,-0.284,-0.458,-0.125,-0.274,0.180,-0.347,0.003,-0.538,1.789,-0.039,0.000,0.000,-0.026,0.003,0.000,0.002,-0.016,-0.004,-0.001,0.000,-0.000
106.026,5.104,119.327,-19.675,107.152,360.000,alpha_3,-8.235,0.245,0.098,0.128,-0.239,0.623,0.119,0.780,-0.132,0.098,-0.033,0.370,2.620,0.145,-0.007,-0.000,-0.003,-0.002,0.000,0.001,-0.015,-0.007,0.001,-0.000,-0.000
106.035,4.870,125.799,-32.079,85.627,267.931,alpha_3,-7.349,-0.518,0.213,0.279,-0.147,-0.270,-0.021,0.729,-0.055,-0.098,0.093,0.836,-1.768,-0.026,0.004,0.001,-0.028,0.003,0.002,0.003,-0.021,-0.005,-0.001,0.000,-0.000
105.383,4.134,149.115,-81.604,96.357,41.745,alpha_3,-6.942,-0.642,0.102,0.134,0.000,0.434,0.031,-0.269,0.092,-0.201,-0.101,-0.592,-2.066,0.030,0.040,-0.003,0.090,0.008,0.005,0.001,0.090,0.017,-0.009,0.000,-0.000
104.620,3.060,155.000,-89.531,108.310,360.000,alpha_3,-5.672,-0.085,0.284,0.371,-0.103,0.560,0.115,-0.448,0.151,-0.597,-0.166,-1.183,-2.409,0.068,0.045,-0.012,0.079,0.025,0.017,-0.006,0.134,0.056,-0.018,-0.000,-0.000
106.302,4.599,123.394,-30.623,73.008,217.915,alpha_3,-4.717,-0.562,0.785,1.028,-0.267,-0.392,-0.100,1.173,-0.065,-0.175,0.088,1.241,-1.912,-0.021,0.011,0.004,-0.048,0.009,0.005,0.013,-0.041,-0.024,-0.004,0.000,-0.000
104.905,3.618,155.000,-100.083,121.184,-64.167,alpha_3,-4.464,0.365,-0.335,-0.439,-0.184,0.811,0.256,-0.747,0.310,-0.002,-0.255,-1.463,-1.885,0.087,0.004,-0.011,0.032,0.026,0.015,-0.010,0.059,0.054,-0.012,0.000,-0.000
104.440,3.091,155.000,-96.136,119.176,-42.031,alpha_3,-4.393,0.373,-0.003,-0.004,-0.229,0.812,0.231,-0.662,0.274,-0.200,-0.194,-1.454,-2.020,0.052,0.004,-0.014,0.061,0.039,0.018,-0.017,0.125,0.090,-0.018,-0.000,-0.000
106.180,2.363,121.291,-18.548,63.280,-360.000,alpha_3,-2.922,0.788,-0.256,-0.335,-0.417,-0.573,-0.218,1.185,-0.180,0.298,0.016,0.631,-2.764,0.155,-0.219,-0.000,-0.535,0.098,0.000,0.011,-0.306,-0.024,-0.003,0.000,-0.000
105.399,4.676,105.783,106.370,-105.813,-59.323,alpha_3,-2.461,0.237,-1.536,-2.011,-0.471,-5.508,-1.467,2.762,-0.540,-0.792,1.192,1.543,3.411,0.298,-0.001,-0.000,0.174,0.017,0.000,-0.012,0.087,0.054,-0.006,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.930,5.060,-20.344,85.000,129.633,97.747,a_3,-3.713,-0.444,-0.124,-0.162,-0.279,3.191,0.563,-0.026,0.330,-0.133,-0.093,-0.294,1.254,1.902,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
105.934,5.035,-24.471,84.923,137.102,122.909,a_3,-3.684,-0.342,-0.506,-0.662,-0.362,3.219,0.636,-0.059,0.396,0.034,-0.118,-0.089,0.982,1.917,-0.003,0.000,0.001,0.001,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000
105.875,5.058,-24.859,85.000,132.329,109.680,a_3,-3.651,-0.437,-0.324,-0.424,-0.297,3.216,0.593,-0.175,0.402,0.043,-0.113,-0.308,1.054,1.917,-0.000,-0.000,-0.009,0.001,-0.000,-0.002,0.003,0.006,-0.000,-0.000,-0.000
105.930,5.060,-32.606,85.000,137.805,121.286,a_3,-3.633,-0.357,-0.558,-0.731,-0.350,3.248,0.645,-0.594,0.527,0.349,-0.140,-0.478,0.771,1.935,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000
105.943,5.050,-23.885,80.713,132.106,-258.643,a_3,-3.577,-0.418,-0.293,-0.383,-0.305,3.248,0.592,-0.484,0.462,0.288,-0.102,-0.526,1.187,1.913,-0.001,0.000,-0.002,0.000,0.000,0.000,-0.001,-0.002,0.000,-0.000,-0.000
106.022,5.055,-32.187,85.000,143.484,-227.066,a_3,-3.526,-0.210,-0.712,-0.932,-0.434,3.247,0.689,-0.547,0.519,0.333,-0.146,-0.293,0.715,1.935,-0.000,0.001,0.000,-0.001,0.000,0.003,-0.003,-0.010,0.000,0.000,-0.000
105.930,5.060,-11.290,78.707,129.154,-270.884,a_3,-3.516,-0.371,-0.049,-0.064,-0.302,3.193,0.558,0.045,0.289,-0.070,-0.066,-0.205,1.621,1.863,-0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000
105.920,5.071,-32.639,82.065,135.216,110.045,a_3,-3.509,-0.402,-0.466,-0.610,-0.323,3.254,0.619,-0.873,0.580,0.544,-0.126,-0.729,0.872,1.933,0.001,-0.000,0.000,-0.000,-0.000,-0.000,0.000,0.001,-0.000,-0.000,-0.000
105.930,5.061,-22.968,85.000,135.240,55.963,a_3,-3.371,-0.233,0.364,0.477,-0.374,3.207,0.622,-0.669,0.378,-0.033,-0.079,-1.161,1.487,1.904,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
105.930,5.098,-35.603,83.546,133.477,-278.004,a_3,-3.293,-0.454,-0.112,-0.146,-0.311,3.250,0.600,-1.294,0.607,0.559,-0.111,-1.320,0.979,1.931,0.004,0.000,0.002,-0.001,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
105.934,5.052,1.804,64.728,134.142,-247.113,a_3,-3.113,-0.204,-0.492,-0.644,-0.398,3.217,0.604,0.279,0.307,0.347,-0.048,0.424,1.926,1.783,-0.001,0.000,-0.001,0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
96.001,-90.000,96.645,68.920,141.638,105.527,theta_3,-7.852,-0.855,0.491,0.643,-0.164,1.525,0.280,0.283,0.091,-2.360,-0.209,-1.802,0.562,1.180,-10.584,-0.151,-0.225,0.189,0.542,-0.109,-0.043,0.470,-0.043,0.000,-0.000
95.906,-90.000,96.236,66.933,143.674,-248.210,theta_3,-7.844,-0.900,0.363,0.476,-0.167,1.646,0.316,0.218,0.119,-2.241,-0.239,-1.858,0.555,1.191,-10.602,-0.152,-0.232,0.192,0.538,-0.111,-0.048,0.479,-0.043,0.000,-0.000
96.065,-90.000,97.448,70.269,139.596,98.009,theta_3,-7.843,-0.788,0.616,0.806,-0.163,1.412,0.248,0.325,0.068,-2.456,-0.180,-1.750,0.573,1.164,-10.571,-0.150,-0.228,0.181,0.545,-0.108,-0.034,0.465,-0.043,0.000,-0.000
96.101,-90.000,97.604,72.253,137.570,-277.748,theta_3,-7.794,-0.630,0.788,1.032,-0.164,1.300,0.218,0.315,0.046,-2.553,-0.150,-1.766,0.593,1.164,-10.577,-0.149,-0.228,0.177,0.542,-0.108,-0.017,0.465,-0.043,0.000,-0.000
94.496,-90.000,92.577,70.451,147.887,360.000,theta_3,-6.886,0.149,0.598,0.782,-0.201,1.498,0.357,-0.242,0.129,-1.996,-0.237,-2.499,0.268,1.303,-10.830,-0.171,-0.471,0.289,0.493,-0.136,-0.213,0.606,-0.044,0.000,-0.000
96.743,-89.989,122.942,147.103,-120.000,264.236,theta_3,-5.598,-1.345,-0.419,-0.548,0.276,-4.184,-0.921,-1.057,0.445,-0.841,1.305,-1.369,0.112,0.714,-10.516,-0.141,-0.843,0.244,0.561,-0.100,-0.036,0.416,-0.040,-0.000,-0.000
95.938,-88.046,114.644,155.722,-120.000,-101.614,theta_3,-5.511,-1.341,-0.334,-0.437,0.271,-4.079,-0.892,-0.942,0.449,-0.777,1.339,-1.342,0.071,0.863,-10.443,-0.152,-0.808,0.343,0.543,-0.116,-0.152,0.490,-0.040,-0.000,-0.000
97.160,-87.195,113.708,159.854,-120.000,-94.243,theta_3,-5.477,-1.385,-0.324,-0.425,0.309,-4.225,-0.918,-1.439,0.544,-0.594,1.349,-1.014,0.082,0.835,-10.231,-0.134,-0.736,0.419,0.575,-0.101,-0.120,0.403,-0.036,0.000,-0.000
96.079,-90.000,116.356,169.057,-120.000,254.566,theta_3,-5.407,-1.513,-0.002,-0.003,0.400,-4.317,-0.931,-2.094,0.758,0.073,1.354,-0.869,-0.145,0.770,-10.356,-0.154,-0.666,0.319,0.620,-0.094,-0.397,0.391,-0.040,0.000,-0.000
99.435,-89.935,103.591,-179.998,-120.000,260.523,theta_3,-5.244,-1.514,-0.057,-0.075,0.389,-4.263,-0.915,-2.160,0.746,-0.162,1.342,-0.877,-0.150,0.987,-10.377,-0.102,-0.556,0.752,0.625,-0.071,-0.272,0.250,-0.026,0.000,-0.000
96.014,-88.156,132.905,143.813,-120.000,239.821,theta_3,-5.097,-1.433,0.002,0.003,0.326,-4.218,-0.946,-1.182,0.583,-0.267,1.355,-1.441,-0.119,0.513,-10.264,-0.152,-1.003,0.170,0.578,-0.104,-0.103,0.447,-0.043,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.931,5.065,-25.780,109.293,71.275,341.070,beta_3,-21.201,0.006,-0.279,-0.366,-0.065,-1.072,-0.279,0.015,0.022,0.558,-0.012,-0.254,-0.247,1.966,0.001,0.000,-7.404,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000
105.930,5.063,-26.215,109.941,62.285,-339.732,beta_3,-21.123,0.262,-0.078,-0.101,-0.125,-0.847,-0.401,0.110,0.019,0.450,-0.010,-0.178,-0.200,1.970,0.000,0.000,-6.991,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000
105.930,5.060,-23.514,106.899,67.318,2.092,beta_3,-21.105,0.133,-0.200,-0.262,-0.087,-0.913,-0.340,-0.021,0.024,0.447,-0.012,-0.292,-0.210,1.961,-0.000,0.000,-7.058,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000
105.930,5.060,-17.786,99.016,59.621,-328.935,beta_3,-20.687,0.308,-0.087,-0.114,-0.139,-0.878,-0.461,0.057,0.060,0.309,-0.025,-0.237,-0.282,1.942,0.000,0.000,-6.833,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000
105.930,5.060,-13.997,97.319,63.735,-340.163,beta_3,-20.679,0.244,-0.146,-0.191,-0.115,-0.822,-0.403,0.069,0.026,0.317,-0.011,-0.177,-0.336,1.927,0.000,0.000,-6.701,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000
