q1,q2,q3,q4,q5,q6,index,obj,alpha_6,theta_6,a_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,alpha_3,a_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
-81.033,12.051,90.012,70.000,90.723,-208.760,a_1,-1.068,-1.328,0.315,0.241,0.516,-1.335,-0.557,-0.473,0.555,0.740,-0.513,-1.455,-2.486,1.627,-8.005,-0.568,-2.723,0.174,0.252,5.262,-3.289,1.338,1.725,0.000,-0.000
-43.912,29.968,54.101,70.000,131.533,179.180,a_1,-1.068,-1.231,0.009,0.007,0.537,1.763,0.430,-1.639,0.910,-0.406,-0.522,-2.652,-1.769,1.757,-7.764,-0.279,-3.663,1.654,0.446,3.975,2.224,3.442,1.743,-0.000,-0.000
243.624,18.842,129.862,-170.149,-94.836,305.906,a_1,-1.068,-1.475,-0.467,-0.357,0.573,-3.642,-0.745,-3.383,0.841,0.500,1.350,0.832,-1.269,0.951,-8.208,-0.205,0.531,-0.355,0.345,4.445,-2.332,-0.442,1.715,-0.000,-0.000
-83.933,-6.812,107.099,68.933,156.861,-134.990,a_1,-1.068,-0.232,-1.004,-0.767,-0.051,2.258,0.666,-1.141,0.568,-0.548,-0.488,-1.983,-0.648,1.690,-8.588,-0.240,-1.037,0.034,-0.029,6.128,-0.429,1.663,1.745,-0.000,-0.000
239.108,-0.209,76.783,70.000,103.246,-241.693,a_1,-1.067,-1.240,-0.573,-0.438,0.364,1.363,0.042,-1.607,0.756,0.782,-0.447,-2.401,-0.158,1.785,-6.165,-0.173,0.034,0.106,0.066,6.705,-2.091,-0.826,1.557,-0.000,-0.000
242.106,11.907,124.093,180.000,-118.571,4.828,a_1,-1.067,-0.682,-1.060,-0.810,0.279,-3.826,-1.084,-2.192,0.487,-0.466,1.274,-0.160,-0.744,1.157,-8.833,-0.133,0.457,-0.189,0.250,4.397,-1.627,-0.455,1.714,0.000,-0.000
243.640,6.976,114.056,-164.259,-94.996,-52.282,a_1,-1.067,-1.207,-0.789,-0.602,0.479,-3.485,-0.725,-2.069,0.507,0.129,1.369,-0.063,-1.120,1.360,-7.799,-0.221,0.078,-0.090,0.176,5.388,-2.308,-0.495,1.666,-0.000,-0.000
-72.288,15.184,69.407,70.000,-180.000,-129.140,a_1,-1.066,0.382,-0.585,-0.447,-0.346,3.545,0.936,-2.693,0.891,-0.065,-0.562,-3.033,-0.799,1.835,-8.175,-0.149,-0.934,0.478,0.302,5.355,1.427,2.336,1.795,0.000,-0.000
-65.772,26.812,77.149,68.608,93.353,139.545,a_1,-1.064,-1.385,0.532,0.406,0.621,-0.803,-0.462,-1.355,0.725,0.352,-0.603,-2.531,-2.776,1.618,-9.476,-0.516,-3.334,0.590,0.452,3.389,-2.254,1.646,1.818,-0.000,-0.000
269.166,70.000,-25.257,-119.120,-47.002,-24.748,a_1,-1.063,0.154,-0.102,-0.078,-0.095,0.234,0.066,0.096,0.011,3.785,0.898,-2.583,1.100,1.633,-2.584,-0.764,-4.595,-1.341,0.706,3.992,-7.356,0.320,1.702,-0.000,-0.000
-75.807,50.331,0.000,30.971,166.425,-28.485,a_1,-1.063,-0.678,1.078,0.824,-0.269,0.553,0.131,-6.691,1.893,3.469,0.144,-4.386,-1.788,1.825,-5.593,-0.139,-0.800,1.422,0.660,4.460,1.645,1.835,1.847,0.000,-0.000
-59.159,47.660,44.263,-40.952,180.000,-206.879,a_1,-1.063,0.287,0.285,0.218,-0.172,-0.692,-0.243,-6.362,1.871,2.958,0.660,-1.665,-0.805,1.766,-7.540,-0.068,-1.449,2.178,0.667,3.303,3.489,2.375,1.872,0.000,-0.000
-86.554,5.426,96.435,179.998,-119.998,-69.025,a_1,-1.063,-0.694,-1.087,-0.830,0.117,-2.292,-0.487,-0.017,0.073,-1.948,0.962,-2.871,-0.939,1.685,-9.648,-0.249,-0.857,0.110,0.167,4.831,-0.800,1.198,1.813,0.000,-0.000
237.851,70.000,-5.758,-68.698,-149.773,-355.308,a_1,-1.062,-0.468,-1.552,-1.186,-0.190,-4.956,-1.383,-3.956,1.125,1.725,1.341,2.225,-1.604,1.789,0.044,-0.260,1.114,-2.722,0.592,5.402,-3.509,-0.875,1.617,-0.000,-0.000
-83.663,16.581,123.585,-152.399,-94.998,271.547,a_1,-1.062,-1.304,0.148,0.113,0.598,-2.014,-0.234,-3.452,1.048,1.323,1.350,0.506,-2.219,1.130,-8.634,-0.490,-1.513,0.162,0.323,4.692,-2.883,1.112,1.776,-0.000,-0.000
-55.850,35.081,133.077,-179.989,180.000,359.681,a_1,-1.062,-0.601,-0.882,-0.674,-0.028,-3.367,-0.935,-3.946,1.067,0.930,1.262,0.498,-0.187,0.721,-9.451,-0.262,-3.419,1.323,0.553,2.925,1.157,2.178,1.860,0.000,-0.000
-90.000,-13.246,125.057,60.649,111.674,-225.357,a_1,-1.062,-1.424,-0.044,-0.034,0.455,1.045,0.014,-0.581,0.528,-0.055,-0.504,-1.689,-1.204,1.544,-9.161,-0.339,-1.142,0.052,-0.139,5.755,-1.637,1.079,1.744,0.000,-0.000
239.649,15.343,120.985,-170.495,-94.999,325.901,a_1,-1.061,-1.275,-0.788,-0.602,0.534,-3.506,-0.797,-2.811,0.619,0.295,1.350,0.548,-1.365,1.128,-7.939,-0.226,0.561,-0.347,0.293,4.668,-2.741,-0.683,1.674,0.000,-0.000
-59.680,17.025,92.808,-127.128,-95.000,229.358,a_1,-1.061,-1.015,0.003,0.002,0.510,-0.276,0.135,-2.578,1.053,0.852,1.334,-0.403,-2.358,1.513,-7.712,-0.561,-3.588,0.609,0.302,4.959,-1.733,2.639,1.704,-0.000,-0.000
270.000,67.335,-26.683,-129.860,-64.551,150.078,a_1,-1.061,-1.023,-0.094,-0.072,-0.118,-0.312,-0.141,0.907,-0.097,3.434,0.582,-4.798,0.827,1.562,-4.449,-0.720,-4.066,-1.054,0.758,3.144,-6.830,0.249,1.757,0.000,-0.000
-73.357,52.275,0.013,36.305,135.529,-279.648,a_1,-1.061,-0.683,-0.911,-0.696,-0.072,0.969,0.129,-6.593,1.876,3.343,0.023,-4.645,-1.899,1.814,-6.066,-0.127,-0.861,1.616,0.687,4.002,1.911,1.839,1.867,0.000,-0.000
251.763,-2.057,117.368,180.000,-119.826,4.588,a_1,-1.061,-0.357,-0.777,-0.594,0.164,-3.087,-0.887,-0.970,0.198,-0.726,1.179,-1.382,-0.933,1.475,-8.964,-0.217,-0.350,0.104,0.044,5.258,-1.658,-0.006,1.723,0.000,-0.000
252.212,-0.472,119.243,179.908,-119.999,-23.531,a_1,-1.060,-0.595,-1.092,-0.834,0.171,-3.487,-0.895,-1.180,0.269,-1.204,1.210,-1.080,-0.491,1.433,-8.976,-0.134,-0.137,0.083,0.071,5.246,-0.951,0.094,1.734,0.000,-0.000
-89.498,-2.985,102.804,69.999,167.718,-190.995,a_1,-1.059,-0.451,-1.067,-0.815,-0.295,3.032,0.762,-1.455,0.595,-0.797,-0.512,-2.284,-0.239,1.701,-8.876,-0.132,-0.442,0.078,0.033,5.796,0.118,1.308,1.769,0.000,-0.000
269.833,69.983,0.649,-112.943,-56.429,-336.029,a_1,-1.058,-0.891,0.703,0.537,0.278,1.185,0.204,-1.882,0.422,3.082,1.200,-0.321,-0.605,1.713,-3.123,-0.769,-5.247,-1.305,0.724,3.665,-7.419,0.289,1.715,-0.000,-0.000
-38.467,87.316,8.387,-85.000,-180.000,-8.710,a_1,-1.058,-0.900,-0.334,-0.255,0.085,-2.064,-0.558,-4.838,1.270,0.696,1.075,-0.072,-0.520,1.642,-5.887,0.086,-2.227,6.036,0.868,0.586,6.298,1.739,1.873,0.000,-0.000
-75.275,60.328,35.821,83.846,90.000,-150.235,a_1,-1.055,-1.793,0.160,0.122,0.763,-2.783,-0.601,-1.523,0.757,0.984,-0.763,-2.974,-2.803,1.640,-8.897,-0.601,-4.256,0.206,0.812,1.198,-4.495,0.399,1.874,0.000,-0.000
-63.568,56.733,0.000,7.846,159.297,-18.766,a_1,-1.054,-0.814,0.657,0.502,-0.260,-0.200,-0.077,-6.828,1.924,3.210,0.432,-3.805,-1.871,1.827,-5.745,-0.081,-1.246,2.503,0.704,3.738,3.231,2.320,1.865,0.000,-0.000
257.149,8.555,141.896,-157.271,-94.997,-103.509,a_1,-1.054,-1.282,0.271,0.207,0.517,-3.000,-0.526,-3.416,1.138,1.256,1.369,0.881,-1.550,0.927,-8.237,-0.299,-0.340,-0.016,0.206,5.361,-2.194,0.249,1.732,-0.000,-0.000
240.977,14.643,65.478,180.000,-119.573,273.305,a_1,-1.053,-0.320,-1.500,-1.146,-0.318,-2.894,-0.785,0.989,-0.129,-2.203,0.666,-3.592,-0.109,1.755,-7.718,-0.172,0.964,-0.303,0.281,4.946,-2.136,-0.582,1.676,0.000,-0.000
238.221,7.288,88.929,-135.702,-94.999,-137.852,a_1,-1.051,-1.324,-0.206,-0.157,0.460,-3.565,-0.783,-0.574,0.561,0.857,1.440,-0.941,-0.908,1.627,-6.503,-0.267,-0.127,-0.155,0.172,5.993,-3.111,-0.910,1.584,-0.000,-0.000
-54.847,36.923,49.962,90.525,90.000,206.546,a_1,-1.049,-1.469,0.454,0.347,0.445,-2.646,-0.618,-0.684,0.571,0.722,-0.445,-1.531,-2.560,1.692,-6.878,-0.618,-5.676,1.246,0.492,4.039,-2.247,2.444,1.718,0.000,-0.000
-89.970,-34.029,139.663,59.253,137.182,205.717,a_1,-1.048,-0.767,-0.999,-0.763,0.209,1.243,0.393,-0.750,0.586,0.076,-0.484,-1.533,-0.997,1.606,-8.444,-0.333,-1.156,-0.000,-0.495,6.506,-1.454,1.220,1.700,0.000,-0.000
-74.194,49.991,4.194,20.514,123.261,-256.816,a_1,-1.048,-0.120,-1.031,-0.787,-0.227,-0.129,-0.108,-6.699,1.927,3.152,0.259,-4.917,-1.815,1.815,-6.537,-0.169,-1.130,1.387,0.678,3.890,1.299,1.718,1.870,-0.000,-0.000
-77.041,-11.104,107.548,70.000,127.297,-228.557,a_1,-1.048,-1.312,-0.044,-0.033,0.335,2.143,0.309,-0.770,0.569,-0.499,-0.454,-1.913,-0.753,1.719,-8.157,-0.293,-1.370,-0.077,-0.096,6.542,-0.417,2.231,1.710,0.000,-0.000
238.183,21.776,106.018,-129.886,-95.000,-102.537,a_1,-1.046,-1.263,0.257,0.196,0.443,-3.940,-0.803,-3.530,1.157,1.469,1.309,1.299,-1.247,1.243,-6.679,-0.236,0.753,-0.618,0.365,5.038,-3.094,-0.802,1.643,-0.000,-0.000
232.346,10.688,80.092,70.000,137.591,-265.163,a_1,-1.046,-1.092,-0.289,-0.221,-0.031,2.336,0.466,-2.117,0.711,0.216,-0.540,-3.270,0.347,1.642,-8.417,-0.099,1.467,-0.252,0.224,4.339,-1.840,-0.917,1.644,0.000,-0.000
263.906,11.304,88.614,80.069,80.000,74.294,a_1,-1.043,-1.001,0.153,0.117,0.500,-1.263,-0.678,-1.424,0.429,1.037,-0.530,-2.380,-2.226,1.651,-8.564,-0.520,-1.906,-0.012,0.247,4.857,-3.904,0.397,1.734,0.000,-0.000
267.197,49.716,9.432,-123.576,-80.000,108.729,a_1,-1.043,-1.286,0.332,0.254,0.307,0.375,-0.158,0.264,0.128,2.846,1.082,-2.993,-0.485,1.741,-4.539,-0.716,-4.559,-0.752,0.635,4.500,-6.584,0.347,1.694,-0.000,-0.000
269.973,22.809,48.057,-115.918,-79.999,172.379,a_1,-1.042,-1.264,-0.698,-0.533,0.414,0.080,-0.066,-0.094,0.498,1.433,1.420,-1.733,-1.506,1.816,-4.833,-0.637,-3.988,-0.018,0.364,6.460,-4.615,0.924,1.619,0.000,-0.000
229.195,10.976,62.708,70.000,151.041,-92.404,a_1,-1.041,0.484,-0.266,-0.203,-0.303,1.749,0.480,-2.590,0.853,1.001,-0.476,-3.360,0.276,1.734,-6.634,-0.161,1.192,-0.355,0.216,5.352,-2.754,-1.295,1.557,0.000,-0.000
232.703,1.716,147.862,-180.000,-76.802,-68.303,a_1,-1.041,-1.338,-0.364,-0.278,0.544,-3.204,-0.581,-2.745,0.759,0.150,1.368,0.556,-1.259,0.870,-7.818,-0.048,0.634,0.025,0.097,5.234,-1.282,-0.972,1.603,-0.000,-0.000
-46.831,17.688,92.314,70.000,155.581,223.222,a_1,-1.040,-0.875,-0.520,-0.397,0.325,2.002,0.670,-0.948,0.558,-1.257,-0.479,-2.218,-1.559,1.541,-9.701,-0.325,-2.890,0.804,0.325,3.576,0.898,2.968,1.777,0.000,-0.000
-89.800,7.786,81.049,70.000,130.435,-269.021,a_1,-1.038,-1.430,0.090,0.069,0.338,2.832,0.464,-2.658,0.854,0.145,-0.601,-3.865,-0.694,1.794,-9.334,-0.174,-0.307,0.112,0.202,4.954,-0.277,1.096,1.810,0.000,-0.000
248.726,-3.729,106.923,-153.627,-94.999,240.301,a_1,-1.037,-1.368,-0.543,-0.415,0.444,-3.240,-0.642,-0.335,0.396,0.265,1.351,-1.839,-1.040,1.602,-8.295,-0.267,-0.542,0.147,0.015,5.676,-2.194,-0.230,1.676,0.000,-0.000
-89.960,-4.626,92.423,179.958,-119.996,10.299,a_1,-1.035,0.077,-0.067,-0.051,-0.047,-1.446,-0.457,0.324,-0.074,-0.492,0.854,-3.422,-1.541,1.777,-8.598,-0.414,-1.675,0.074,0.003,5.812,-2.245,1.022,1.725,0.000,-0.000
-78.928,44.742,16.605,57.031,175.462,-38.517,a_1,-1.034,-0.324,1.496,1.143,-0.232,2.334,0.616,-5.711,1.620,2.586,-0.411,-5.376,-1.744,1.825,-7.757,-0.144,-0.448,0.981,0.659,3.569,1.073,1.399,1.886,0.000,-0.000
259.138,16.077,41.638,78.172,80.000,103.910,a_1,-1.034,-0.959,-0.509,-0.389,0.452,-0.928,-0.621,-2.831,1.009,1.259,-0.473,-3.764,-0.708,1.861,-5.332,-0.453,-2.153,-0.131,0.291,6.700,-3.517,0.348,1.628,0.000,-0.000
-78.455,7.727,54.987,180.000,-119.973,168.054,a_1,-1.032,-0.670,0.140,0.107,-0.377,-0.155,-0.093,1.179,-0.130,-1.127,0.477,-5.034,-1.517,1.888,-7.620,-0.371,-2.197,0.211,0.192,6.018,-1.059,1.904,1.731,0.000,-0.000
-76.950,25.146,75.203,70.000,121.359,-266.476,a_1,-1.032,-1.659,0.281,0.215,0.610,2.340,0.288,-2.649,0.828,-0.075,-0.704,-4.128,-1.436,1.703,-10.832,-0.241,-1.062,0.429,0.465,2.916,-0.301,1.214,1.902,-0.000,-0.000
269.830,65.068,-14.918,110.526,90.000,283.879,a_1,-1.031,-1.640,-0.271,-0.207,0.706,-3.632,-0.669,-3.318,0.901,1.544,-0.706,-4.662,0.003,1.636,-5.286,-0.669,-3.898,-0.855,0.773,2.882,-6.233,0.243,1.785,-0.000,-0.000
-70.220,19.762,76.388,-85.000,-180.000,-60.259,a_1,-1.030,-0.641,0.496,0.379,-0.381,-2.909,-0.800,-5.094,1.513,2.345,1.241,-0.547,-0.083,1.742,-6.873,-0.117,-1.112,0.720,0.351,5.889,2.199,2.695,1.761,-0.000,-0.000
257.919,-9.835,110.694,178.924,-120.000,293.934,a_1,-1.029,-0.580,-1.217,-0.930,-0.015,-2.977,-0.705,0.110,0.059,-2.123,1.032,-2.419,-0.264,1.663,-8.972,-0.116,-0.255,0.168,-0.079,5.754,-0.463,0.491,1.735,0.000,-0.000
269.898,53.068,-11.491,-126.518,-80.000,89.876,a_1,-1.028,-0.784,0.795,0.608,0.028,0.088,-0.159,0.724,-0.064,3.347,0.849,-3.756,0.685,1.674,-3.505,-0.723,-4.540,-0.675,0.630,4.889,-6.445,0.557,1.678,0.000,-0.000
-60.501,39.353,114.026,-154.268,-95.000,293.759,a_1,-1.028,-1.316,0.579,0.442,0.644,-0.479,0.139,-4.602,1.199,1.622,1.146,0.375,-3.161,0.954,-9.376,-0.592,-2.905,0.824,0.580,2.446,-2.968,1.407,1.820,0.000,-0.000
-48.691,74.623,3.310,-98.359,-49.885,-239.675,a_1,-1.027,-1.242,-0.347,-0.265,0.086,3.490,0.824,-2.822,0.888,0.960,1.067,-2.016,-1.418,1.627,-6.388,-0.652,-7.471,2.037,0.716,1.540,-3.108,1.326,1.787,0.000,-0.000
-55.104,67.923,46.484,-63.239,180.000,29.078,a_1,-1.027,-0.885,-0.555,-0.424,0.011,-1.065,-0.330,-6.806,1.831,2.847,0.645,-1.098,-0.568,1.555,-9.096,-0.010,-1.508,3.096,0.892,0.584,4.014,1.230,1.948,-0.000,-0.000
-69.609,23.779,59.463,82.345,80.000,82.955,a_1,-1.026,-0.938,0.127,0.097,0.504,-1.360,-0.706,-2.499,0.759,0.981,-0.572,-3.575,-2.484,1.765,-8.425,-0.547,-3.822,0.498,0.404,4.271,-2.572,1.746,1.775,-0.000,-0.000
-89.628,41.341,0.165,31.291,145.240,-89.229,a_1,-1.025,-0.098,1.279,0.977,-0.322,-0.632,-0.179,-6.424,1.865,2.861,0.288,-5.357,-1.178,1.777,-5.431,-0.288,-1.099,0.247,0.581,5.173,-1.179,1.044,1.785,0.000,-0.000
-90.000,39.358,3.871,56.312,134.663,28.184,a_1,-1.025,-1.108,-0.040,-0.030,-0.023,0.976,0.159,-6.311,1.715,2.942,-0.146,-5.526,-1.364,1.792,-5.823,-0.225,-0.555,0.299,0.568,5.124,-0.522,1.069,1.796,-0.000,-0.000
269.021,70.000,-49.583,-26.110,-167.945,103.641,a_1,-1.025,0.638,-0.320,-0.245,-0.425,-3.567,-1.064,-4.007,1.282,1.929,1.443,1.214,-1.362,1.764,3.254,-0.164,-0.765,0.647,0.470,7.986,0.571,1.551,1.617,0.000,-0.000
238.334,18.595,54.806,70.000,98.883,84.247,a_1,-1.024,-1.438,-0.591,-0.451,0.506,0.779,-0.148,-3.209,0.967,1.281,-0.551,-4.213,-0.248,1.758,-7.340,-0.292,0.420,-0.506,0.333,4.765,-3.559,-0.820,1.649,-0.000,-0.000
218.403,-23.491,125.880,77.569,90.000,341.694,a_1,-1.023,-0.383,0.091,0.069,0.201,0.022,0.035,-1.079,0.225,-0.158,-0.201,-1.463,-0.481,1.432,-7.404,0.035,-0.195,1.060,-0.256,5.604,-0.467,-1.825,1.435,0.000,-0.000
269.999,43.446,-6.122,33.451,103.107,-316.478,a_1,-1.023,-0.590,-0.977,-0.746,-0.316,-0.948,-0.316,-6.499,1.862,2.451,0.323,-5.577,-0.991,1.735,-5.179,-0.336,-1.442,0.163,0.596,5.122,-1.764,0.968,1.779,0.000,-0.000
228.094,54.420,-7.642,70.000,116.499,178.011,a_1,-1.021,-0.367,-1.288,-0.984,0.178,-0.140,-0.079,-3.766,1.326,2.672,-0.365,-3.954,-0.106,1.618,-3.678,-0.379,1.249,-2.683,0.641,3.910,-5.915,-1.299,1.586,0.000,-0.000
238.737,68.870,-15.431,-70.000,-141.106,-358.971,a_1,-1.021,-0.551,-1.471,-1.124,-0.078,-4.791,-1.339,-3.537,0.972,1.161,1.442,2.434,-1.557,1.817,1.372,-0.238,0.712,-2.705,0.532,6.308,-3.083,-0.877,1.573,-0.000,-0.000
263.084,28.928,32.516,101.068,90.000,216.001,a_1,-1.020,-1.258,-0.353,-0.270,0.441,-2.784,-0.600,-0.116,0.480,1.494,-0.441,-0.954,-0.765,1.845,-2.874,-0.600,-3.723,-0.334,0.410,7.179,-4.888,0.555,1.565,-0.000,-0.000
-61.194,48.214,30.772,-133.347,-80.000,-196.000,a_1,-1.018,-1.527,-0.355,-0.271,0.384,1.532,0.325,-0.290,0.381,1.101,0.975,-4.294,-2.622,1.705,-8.670,-0.596,-5.493,0.957,0.657,2.270,-3.089,1.294,1.827,-0.000,-0.000
232.509,-27.575,137.408,70.000,106.118,-36.996,a_1,-1.018,-0.494,0.080,0.061,0.279,0.302,0.187,-1.731,0.410,-0.232,-0.422,-2.654,-0.726,1.461,-9.534,-0.027,-0.474,0.671,-0.353,4.603,-0.245,-0.880,1.635,0.000,-0.000
-72.007,11.373,151.192,-179.923,180.000,275.376,a_1,-1.017,-0.873,0.187,0.143,-0.237,-4.054,-1.081,-3.269,0.997,0.466,1.351,-0.394,0.178,0.796,-10.248,-0.216,-2.245,0.301,0.260,4.133,0.309,1.876,1.852,-0.000,-0.000
225.637,15.445,65.289,97.471,90.000,-4.952,a_1,-1.016,-0.699,-0.299,-0.229,0.389,-1.357,-0.384,-1.192,0.178,1.030,-0.389,-1.932,-0.618,1.675,-5.387,-0.384,-0.331,-0.695,0.267,5.509,-5.307,-1.727,1.474,0.000,-0.000
265.298,36.645,11.772,70.000,144.698,318.164,a_1,-1.016,-0.671,1.111,0.849,0.052,1.012,0.336,-5.569,1.512,2.200,-0.396,-6.112,-1.150,1.783,-6.853,-0.283,-0.590,-0.002,0.559,4.592,-1.644,0.657,1.802,-0.000,-0.000
243.667,-8.389,93.285,70.000,150.520,-267.063,a_1,-1.016,-0.808,-0.101,-0.077,-0.263,2.829,0.645,-2.204,0.753,-0.069,-0.485,-3.282,0.290,1.746,-8.168,-0.026,0.573,0.274,-0.051,5.878,-0.435,-0.340,1.652,0.000,-0.000
264.290,70.000,-57.704,73.246,70.651,166.067,a_1,-1.015,0.220,-0.328,-0.251,-0.136,-2.424,-0.701,-5.904,1.768,0.418,0.073,-5.584,1.434,1.293,-2.829,-0.623,-1.956,-1.286,0.731,3.955,-6.007,0.205,1.744,0.000,-0.000
-58.201,31.117,99.290,-104.528,179.619,69.061,a_1,-1.015,-0.109,-0.772,-0.590,-0.156,-1.917,-0.612,-5.783,1.648,2.585,1.021,0.069,0.173,1.331,-9.015,-0.132,-2.330,1.291,0.510,3.578,2.516,2.498,1.853,0.000,-0.000
217.724,4.431,136.883,172.755,-72.425,330.728,a_1,-1.015,-1.135,-0.789,-0.603,0.513,-3.185,-0.735,-2.385,0.497,-0.009,1.268,0.263,-1.204,0.934,-7.451,-0.024,1.224,-0.115,0.125,4.537,-1.798,-1.641,1.493,0.000,-0.000
269.507,62.832,-23.998,77.441,90.000,233.170,a_1,-1.014,-0.912,0.642,0.490,0.386,-2.927,-0.625,-4.923,1.564,0.547,-0.386,-5.657,0.279,1.572,-5.191,-0.625,-3.298,-0.694,0.756,3.189,-5.649,0.326,1.789,0.000,-0.000
255.922,45.000,-97.052,-61.441,-93.028,208.069,a_1,-1.014,-0.540,-0.819,-0.626,-0.372,-1.472,-0.417,2.001,-0.271,0.195,0.808,-4.188,1.024,0.627,1.000,-0.384,-0.067,-0.941,0.464,8.302,-3.307,0.275,1.513,-0.000,-0.000
270.000,69.972,3.491,-89.056,-22.442,-268.514,a_1,-1.014,-0.917,-0.466,-0.356,-0.199,2.008,0.473,-2.763,0.847,1.688,1.263,-0.202,-0.785,1.697,-3.276,-0.801,-5.554,-1.402,0.727,3.524,-7.821,0.241,1.708,0.000,-0.000
228.513,30.846,93.144,-150.984,-95.000,-13.116,a_1,-1.014,-1.244,-0.958,-0.732,0.536,-3.654,-0.946,-3.138,0.658,0.727,1.360,1.548,-1.696,1.254,-5.855,-0.319,1.216,-1.303,0.458,4.438,-4.825,-1.318,1.577,-0.000,-0.000
-75.033,-8.759,115.783,70.000,-180.000,226.490,a_1,-1.012,0.141,-0.998,-0.763,-0.337,3.107,0.817,-1.314,0.519,-1.315,-0.495,-2.556,-0.358,1.632,-9.875,-0.193,-0.971,-0.048,-0.060,5.281,0.133,2.088,1.799,0.000,-0.000
-43.872,11.423,109.375,59.152,144.222,-162.696,a_1,-1.012,-1.330,-0.281,-0.215,0.482,1.251,0.390,-0.582,0.565,-1.069,-0.441,-1.922,-1.881,1.375,-10.031,-0.458,-3.003,0.512,0.238,3.443,-0.511,2.927,1.738,0.000,-0.000
270.000,70.000,2.298,-85.777,-21.274,124.959,a_1,-1.012,-0.796,-1.177,-0.899,-0.195,1.958,0.474,-2.803,0.867,1.443,1.241,-0.979,-0.766,1.686,-3.901,-0.800,-5.469,-1.404,0.750,3.136,-7.859,0.171,1.724,0.000,-0.000
-70.411,17.750,79.772,-85.000,-179.999,251.676,a_1,-1.011,-0.437,1.369,1.046,-0.341,-2.991,-0.816,-5.063,1.517,2.207,1.214,-1.587,-0.299,1.735,-8.065,-0.124,-1.027,0.598,0.336,5.262,1.862,2.454,1.799,-0.000,-0.000
269.986,70.000,-16.495,-82.611,-22.453,-211.642,a_1,-1.009,-0.619,-1.382,-1.056,-0.248,1.932,0.468,-1.869,0.650,2.069,1.297,-1.162,0.785,1.685,-2.079,-0.803,-5.327,-1.404,0.683,4.251,-7.751,0.370,1.675,-0.000,-0.000
-72.398,41.268,0.000,69.759,98.243,-131.261,a_1,-1.008,-0.801,0.801,0.612,0.319,-2.248,-0.452,-4.613,1.544,0.528,-0.285,-5.253,-0.717,1.738,-5.538,-0.554,-4.436,0.752,0.554,4.878,-2.750,1.784,1.746,0.000,-0.000
219.540,-23.898,128.305,75.593,64.860,34.582,a_1,-1.008,-0.709,0.072,0.055,0.341,-0.790,-0.433,-0.938,0.178,0.538,-0.229,-1.271,-1.112,1.425,-7.232,-0.077,-0.501,1.057,-0.280,5.790,-1.185,-1.899,1.434,0.000,-0.000
264.041,-11.902,91.686,179.113,-120.000,-135.160,a_1,-1.007,-0.728,-0.748,-0.572,-0.244,-1.803,-0.473,1.258,-0.119,-2.006,0.776,-3.932,-0.673,1.843,-8.336,-0.225,-0.737,0.132,-0.114,6.359,-0.946,0.868,1.711,-0.000,-0.000
244.806,49.789,-7.125,-127.197,-80.000,-341.868,a_1,-1.006,-0.116,-0.036,-0.028,0.073,-1.442,-0.490,0.579,-0.178,2.547,0.994,-2.366,0.628,1.710,-1.609,-0.602,-2.442,-2.108,0.580,5.856,-7.080,-0.775,1.555,0.000,-0.000
-86.279,34.362,42.586,180.000,-111.241,26.588,a_1,-1.006,0.149,0.614,0.469,-0.175,-0.682,-0.222,0.545,-0.085,0.376,0.301,-6.054,-1.994,1.761,-9.896,-0.476,-2.413,0.065,0.576,2.665,-3.432,0.538,1.859,-0.000,-0.000
-63.459,7.102,64.562,70.000,119.018,-259.538,a_1,-1.005,-1.281,-0.006,-0.004,0.459,2.200,0.214,-2.884,1.003,0.646,-0.473,-3.632,-1.414,1.882,-7.412,-0.282,-2.093,0.351,0.180,6.099,0.917,3.136,1.709,0.000,-0.000
269.974,70.000,9.297,-99.094,-21.434,100.232,a_1,-1.005,-0.945,-0.526,-0.402,-0.182,1.958,0.470,-2.428,0.749,2.069,1.227,-0.564,-1.312,1.671,-4.237,-0.807,-5.511,-1.433,0.762,2.914,-7.979,0.123,1.729,0.000,-0.000
254.950,39.342,-5.803,145.911,86.763,-0.690,a_1,-1.005,-0.453,-0.469,-0.358,0.245,-1.870,-0.555,-0.763,0.111,1.494,-0.249,-1.247,0.607,1.801,0.062,-0.508,-2.741,-0.998,0.452,8.046,-4.792,0.068,1.495,0.000,-0.000
-87.874,41.805,9.425,-133.287,-80.000,-254.757,a_1,-1.004,-0.972,0.615,0.470,0.065,0.312,-0.115,0.754,-0.022,3.102,0.928,-3.647,-0.247,1.749,-4.497,-0.715,-4.866,-0.281,0.555,5.203,-5.896,0.756,1.668,0.000,-0.000
227.713,35.191,46.213,77.935,80.000,158.910,a_1,-1.004,-1.301,-0.596,-0.455,0.596,-1.858,-0.665,-0.375,0.565,1.782,-0.580,-1.496,-0.960,1.653,-4.796,-0.491,-0.428,-1.777,0.502,4.518,-6.892,-1.519,1.523,0.000,-0.000
-60.948,43.151,54.991,-27.821,-180.000,-332.438,a_1,-1.004,-0.847,-0.176,-0.135,-0.184,0.440,0.066,-6.955,1.936,3.489,0.335,-1.857,-0.598,1.724,-8.381,-0.049,-1.160,1.836,0.643,3.162,3.410,2.234,1.884,0.000,-0.000
