q1,q2,q3,q4,q5,q6,index,obj,alpha_6,theta_6,a_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,alpha_3,a_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
260.847,26.392,86.867,-146.443,-95.000,-37.758,a_1,-1.145,-1.264,-0.415,-0.317,0.581,-2.399,-0.472,-2.956,0.657,0.860,1.390,0.528,-1.926,1.510,-6.885,-0.425,-1.200,-0.215,0.440,5.106,-3.400,0.336,1.735,0.000,-0.000
250.945,49.873,-10.188,100.470,88.531,180.000,a_1,-1.144,-1.061,-0.346,-0.265,0.516,-1.845,-0.540,-1.639,0.940,1.339,-0.516,-2.620,0.271,1.735,-1.870,-0.515,-1.985,-1.525,0.582,6.026,-5.503,-0.306,1.613,-0.000,-0.000
265.345,27.122,81.349,70.000,100.652,-222.198,a_1,-1.143,-1.609,-0.033,-0.025,0.636,0.126,-0.220,-0.890,0.592,0.425,-0.646,-2.174,-1.827,1.595,-9.366,-0.398,-1.117,-0.065,0.479,3.523,-2.979,0.404,1.827,0.000,-0.000
-47.657,50.386,57.038,-107.778,-95.000,236.184,a_1,-1.143,-1.077,0.454,0.347,0.598,0.433,0.350,-3.611,1.248,0.475,1.166,-0.516,-2.019,1.567,-7.809,-0.381,-4.601,2.183,0.644,2.600,0.582,2.282,1.818,0.000,-0.000
246.127,29.387,51.350,64.457,113.265,-201.873,a_1,-1.143,-1.147,-1.043,-0.796,0.456,0.706,0.046,-2.312,1.018,1.521,-0.593,-3.165,-0.794,1.755,-7.202,-0.323,0.122,-0.643,0.475,4.406,-3.537,-0.416,1.716,0.000,-0.000
-60.295,75.960,10.680,-86.640,-79.999,75.858,a_1,-1.141,-1.659,-0.066,-0.051,0.521,2.439,0.364,-4.402,1.205,0.744,1.129,0.142,-1.396,1.677,-5.038,-0.624,-6.316,1.540,0.731,2.357,-3.467,1.342,1.812,0.000,-0.000
-76.155,42.601,45.459,69.999,173.057,-140.521,a_1,-1.141,-0.017,-0.685,-0.523,-0.104,3.249,0.886,-3.368,1.050,0.347,-0.711,-3.664,-1.290,1.786,-9.078,-0.152,-0.628,0.969,0.660,2.879,1.009,1.319,1.912,-0.000,-0.000
235.909,8.892,85.483,69.876,107.640,144.515,a_1,-1.140,-1.292,-0.742,-0.567,0.352,1.047,0.071,-0.558,0.538,0.601,-0.478,-1.419,-0.485,1.637,-6.858,-0.200,0.413,-0.216,0.195,5.618,-2.663,-0.961,1.597,0.000,-0.000
-90.000,5.919,103.941,70.000,132.025,-189.742,a_1,-1.139,-1.219,-0.694,-0.530,0.259,1.590,0.346,-0.272,0.451,-0.610,-0.487,-1.367,-0.891,1.584,-8.780,-0.263,-0.929,0.100,0.171,5.377,-1.036,1.080,1.777,-0.000,-0.000
-79.783,9.704,99.302,69.999,119.881,166.114,a_1,-1.138,-1.431,-0.266,-0.203,0.442,0.730,0.084,-0.161,0.477,-0.322,-0.488,-1.291,-1.520,1.587,-8.641,-0.386,-1.779,0.199,0.226,5.214,-1.500,1.579,1.775,0.000,-0.000
232.848,5.095,104.705,70.000,129.879,186.966,a_1,-1.138,-0.695,-1.389,-1.061,-0.043,1.405,0.352,-0.123,0.327,-0.093,-0.373,-0.633,-0.325,1.456,-7.412,-0.094,0.749,-0.089,0.143,5.350,-1.772,-1.020,1.595,0.000,-0.000
-76.606,14.525,80.943,70.000,133.557,157.287,a_1,-1.138,-1.285,-0.495,-0.378,0.368,2.201,0.445,-1.208,0.720,-0.290,-0.562,-2.286,-1.042,1.746,-8.505,-0.259,-1.403,0.346,0.295,5.144,-0.034,1.882,1.799,0.000,-0.000
-80.062,58.404,0.005,25.671,162.772,34.390,a_1,-1.136,-0.825,-0.289,-0.221,-0.249,0.578,0.106,-6.760,1.906,3.746,0.099,-3.505,-1.712,1.826,-5.562,-0.133,-0.309,1.352,0.728,3.818,1.280,1.420,1.876,-0.000,-0.000
-90.000,10.097,84.275,69.221,106.888,-219.469,a_1,-1.136,-1.417,-0.177,-0.135,0.529,0.681,-0.073,-1.057,0.691,0.408,-0.555,-2.150,-1.381,1.734,-8.052,-0.362,-1.457,0.101,0.229,5.566,-1.901,1.023,1.750,0.000,-0.000
248.489,4.573,104.976,70.000,142.650,214.835,a_1,-1.135,-0.402,-1.371,-1.048,-0.055,1.592,0.462,-0.592,0.410,-0.350,-0.460,-1.277,-0.509,1.537,-8.390,-0.159,0.097,-0.003,0.145,5.307,-1.416,-0.148,1.708,-0.000,-0.000
-89.586,2.698,107.083,69.999,119.935,168.012,a_1,-1.135,-1.337,-0.453,-0.346,0.354,0.781,0.108,0.100,0.401,-0.280,-0.446,-0.912,-1.268,1.567,-8.213,-0.345,-1.296,0.094,0.119,5.857,-1.655,1.119,1.738,0.000,-0.000
-63.540,44.569,38.121,70.000,149.580,220.249,a_1,-1.134,-0.683,-0.269,-0.205,0.370,2.190,0.711,-3.186,1.131,0.386,-0.677,-3.975,-1.803,1.791,-8.826,-0.219,-2.147,1.471,0.662,2.773,1.215,1.783,1.894,0.000,-0.000
214.303,45.000,-128.667,-39.173,-70.915,-354.232,a_1,-1.133,0.326,-0.843,-0.644,-0.241,-3.325,-0.951,0.496,-0.055,0.290,0.572,-3.808,-1.340,0.281,-1.866,0.158,1.712,-2.335,0.377,5.335,-0.629,-1.889,1.396,-0.000,-0.000
-70.548,37.440,36.930,-68.995,-179.998,-204.110,a_1,-1.133,0.478,0.983,0.751,-0.376,-3.012,-0.867,-4.629,1.429,1.869,1.298,-0.948,-0.721,1.890,-4.978,-0.120,-1.023,1.400,0.522,5.798,2.492,2.637,1.767,0.000,-0.000
-63.883,67.379,0.000,-10.500,175.197,355.485,a_1,-1.131,-0.865,0.174,0.133,-0.226,-0.645,-0.201,-6.820,1.909,3.374,0.566,-2.121,-1.557,1.830,-5.224,-0.049,-0.888,3.045,0.764,3.171,3.511,2.092,1.891,0.000,-0.000
-79.698,34.639,19.171,69.872,132.673,-242.024,a_1,-1.131,-0.999,-0.763,-0.583,0.221,2.507,0.424,-4.167,1.382,1.828,-0.421,-3.968,-1.349,1.888,-5.572,-0.176,-0.872,0.795,0.510,5.698,0.994,1.910,1.779,-0.000,-0.000
-90.000,23.258,91.204,-116.118,-94.614,-138.038,a_1,-1.131,-1.045,0.173,0.132,0.513,-1.846,-0.319,-3.149,1.227,1.340,1.328,0.406,-2.006,1.504,-7.209,-0.450,-1.762,0.063,0.402,5.217,-2.897,0.879,1.750,-0.000,-0.000
237.129,39.006,18.348,121.543,80.000,-314.599,a_1,-1.130,-0.824,-0.061,-0.047,0.410,-1.185,-0.587,-1.003,0.212,1.046,-0.400,-1.706,-0.343,1.782,-2.752,-0.433,-0.825,-1.731,0.503,5.976,-5.641,-1.122,1.541,0.000,-0.000
226.552,3.196,108.589,68.215,107.597,-206.569,a_1,-1.130,-1.173,-0.784,-0.599,0.167,1.059,0.140,0.295,0.278,0.166,-0.324,-0.301,-0.441,1.391,-7.024,-0.080,0.832,-0.044,0.112,5.392,-1.969,-1.388,1.535,0.000,-0.000
267.060,18.681,39.718,-136.564,-95.000,233.791,a_1,-1.129,-1.025,-0.910,-0.695,0.168,-1.772,-0.334,0.939,0.057,-0.198,1.172,-3.303,-0.868,1.891,-5.178,-0.386,-1.969,0.052,0.324,6.838,-2.207,1.008,1.661,0.000,-0.000
270.000,20.358,86.245,-112.539,-93.200,220.676,a_1,-1.129,-0.992,0.105,0.080,0.483,-1.716,-0.291,-2.891,1.178,1.279,1.378,0.510,-1.878,1.587,-6.407,-0.456,-1.997,0.079,0.356,5.913,-2.818,0.998,1.709,0.000,-0.000
225.968,13.659,90.346,69.998,134.773,177.786,a_1,-1.129,-0.645,-1.512,-1.155,-0.088,1.563,0.375,-0.615,0.423,0.229,-0.439,-1.128,-0.059,1.490,-7.277,-0.113,1.417,-0.458,0.251,4.628,-2.462,-1.306,1.570,0.000,-0.000
-82.228,53.609,0.000,27.715,154.588,65.769,a_1,-1.127,-0.570,-0.880,-0.672,-0.280,0.581,0.085,-6.578,1.884,3.850,0.144,-3.272,-1.621,1.844,-4.812,-0.133,-0.251,1.134,0.670,4.678,1.221,1.523,1.836,0.000,-0.000
-84.185,31.247,46.014,88.735,90.000,-167.192,a_1,-1.127,-1.390,0.050,0.038,0.520,-2.312,-0.589,-0.522,0.614,1.071,-0.520,-1.512,-1.716,1.801,-5.480,-0.589,-3.836,0.154,0.466,5.607,-3.901,1.198,1.697,0.000,-0.000
-64.937,41.228,60.874,-153.616,-95.000,-36.796,a_1,-1.127,-0.924,-0.034,-0.026,0.528,-0.239,0.079,-2.018,0.409,0.561,1.060,-2.275,-2.704,1.636,-9.061,-0.493,-3.756,0.880,0.614,2.688,-2.074,1.421,1.850,0.000,-0.000
-88.063,31.465,30.757,70.000,117.899,109.775,a_1,-1.126,-1.261,-0.660,-0.504,0.409,1.836,0.186,-3.936,1.292,1.582,-0.510,-4.452,-1.213,1.867,-6.885,-0.243,-0.781,0.297,0.499,5.059,-0.605,1.159,1.800,-0.000,-0.000
-83.439,39.139,69.132,70.000,127.498,-141.209,a_1,-1.124,-1.306,-0.692,-0.528,0.606,0.180,0.212,-1.515,0.720,0.322,-0.731,-2.835,-2.167,1.609,-10.151,-0.404,-1.715,0.234,0.639,2.243,-2.530,0.618,1.893,0.000,-0.000
-85.170,15.239,93.498,-144.918,-94.814,272.277,a_1,-1.123,-1.260,-0.320,-0.244,0.561,-2.070,-0.252,-1.995,0.665,0.591,1.392,-0.645,-1.803,1.580,-7.871,-0.432,-1.887,0.168,0.300,5.350,-2.277,1.225,1.754,-0.000,-0.000
-73.789,54.920,0.000,50.750,171.266,-316.131,a_1,-1.121,-0.886,0.100,0.077,-0.218,2.254,0.536,-6.116,1.730,3.015,-0.238,-3.762,-1.803,1.835,-5.481,-0.101,-0.593,1.763,0.694,4.149,2.229,1.886,1.862,0.000,-0.000
253.963,30.003,63.388,80.928,80.000,-252.679,a_1,-1.121,-1.315,0.047,0.036,0.612,-1.080,-0.645,-1.254,0.554,1.090,-0.625,-2.397,-1.732,1.688,-7.757,-0.476,-1.300,-0.512,0.497,4.058,-4.611,-0.161,1.742,0.000,-0.000
246.003,27.619,152.381,-180.000,-93.507,-77.795,a_1,-1.121,-1.420,0.243,0.186,0.476,-3.498,-0.679,-4.323,1.231,0.952,1.279,1.486,-0.912,0.439,-7.082,-0.133,0.465,-0.479,0.443,4.739,-1.506,-0.260,1.724,-0.000,-0.000
-65.077,63.108,0.001,-7.265,-180.000,-152.203,a_1,-1.121,0.171,1.271,0.971,-0.212,-0.782,-0.223,-6.546,1.905,3.198,0.583,-2.885,-1.695,1.830,-5.518,-0.076,-1.038,2.685,0.747,3.367,3.120,2.089,1.885,-0.000,-0.000
265.450,24.200,97.269,-149.659,-94.471,315.829,a_1,-1.121,-1.320,-0.270,-0.206,0.602,-2.234,-0.394,-3.233,0.751,0.977,1.388,0.645,-2.100,1.408,-7.443,-0.443,-1.343,-0.066,0.418,4.953,-3.226,0.570,1.754,0.000,-0.000
-71.314,59.074,9.295,111.470,90.000,252.533,a_1,-1.120,-1.612,-0.299,-0.228,0.582,-3.406,-0.647,-1.497,0.600,1.530,-0.583,-2.605,-1.210,1.742,-5.713,-0.647,-5.477,0.613,0.695,3.284,-4.286,1.203,1.790,-0.000,-0.000
267.174,38.792,69.864,70.000,99.706,-222.534,a_1,-1.120,-1.703,-0.049,-0.037,0.732,0.035,-0.244,-1.320,0.687,0.536,-0.737,-2.761,-2.020,1.594,-9.985,-0.409,-1.160,-0.095,0.637,2.274,-3.232,0.280,1.872,0.000,-0.000
241.642,25.292,154.709,-180.000,-86.973,265.929,a_1,-1.119,-1.332,0.332,0.253,0.489,-3.408,-0.644,-3.964,1.222,0.889,1.268,1.261,-1.013,0.430,-7.132,-0.112,0.731,-0.538,0.410,4.720,-1.601,-0.479,1.697,0.000,-0.000
-85.189,4.304,101.090,68.423,136.887,168.605,a_1,-1.118,-1.159,-0.716,-0.547,0.244,1.997,0.448,-0.629,0.547,-0.573,-0.513,-1.710,-0.802,1.641,-8.791,-0.253,-1.039,0.121,0.147,5.497,-0.620,1.423,1.779,0.000,-0.000
-86.203,55.581,0.001,28.719,139.267,114.951,a_1,-1.118,-0.190,-1.160,-0.886,-0.187,0.299,0.001,-6.548,1.895,3.732,0.095,-4.188,-1.658,1.805,-5.865,-0.175,-0.179,0.775,0.717,3.835,0.261,1.072,1.867,0.000,-0.000
269.069,22.316,97.557,-137.081,-92.736,291.822,a_1,-1.118,-1.303,0.061,0.046,0.562,-2.180,-0.304,-3.584,0.979,1.181,1.414,1.113,-1.877,1.425,-6.862,-0.427,-1.568,0.058,0.387,5.521,-2.676,0.896,1.737,0.000,-0.000
265.685,68.647,4.800,-75.996,-44.950,213.920,a_1,-1.117,-0.421,-1.046,-0.799,0.210,0.838,0.298,-3.018,1.068,0.939,1.251,-0.388,-0.922,1.721,-3.446,-0.720,-4.470,-1.442,0.741,3.577,-7.138,0.128,1.729,-0.000,-0.000
-58.821,28.273,70.780,68.229,119.045,172.618,a_1,-1.117,-1.494,0.036,0.028,0.629,0.695,0.109,-1.257,0.794,-0.198,-0.594,-2.510,-2.123,1.675,-9.091,-0.386,-3.164,0.947,0.463,3.584,-0.279,2.226,1.820,0.000,-0.000
-76.050,60.555,16.809,-109.263,-80.000,-285.366,a_1,-1.117,-1.533,0.265,0.202,0.526,1.651,0.125,-2.412,0.679,1.976,1.244,-0.819,-1.428,1.731,-4.786,-0.706,-5.683,0.174,0.686,3.656,-5.346,1.035,1.756,0.000,-0.000
-77.096,40.253,4.684,103.987,80.000,66.904,a_1,-1.116,-1.010,-0.345,-0.263,0.495,-1.210,-0.662,-3.509,0.959,1.144,-0.549,-4.596,-0.807,1.789,-5.162,-0.497,-3.686,0.612,0.548,5.268,-2.423,1.662,1.745,0.000,-0.000
-50.464,35.256,46.457,-85.000,-124.839,-175.025,a_1,-1.115,-0.746,0.665,0.508,0.378,-0.607,-0.184,-3.137,1.315,0.794,1.326,0.151,-0.776,1.799,-4.755,-0.302,-3.716,2.037,0.456,5.565,2.235,3.881,1.677,0.000,-0.000
243.558,11.991,74.660,65.992,146.018,-136.327,a_1,-1.115,-0.037,-1.114,-0.851,-0.078,1.747,0.514,-2.131,0.811,0.861,-0.539,-2.559,-0.346,1.734,-7.406,-0.193,0.468,-0.215,0.245,5.397,-2.145,-0.475,1.668,0.000,-0.000
269.889,52.980,34.829,-94.182,-79.998,-223.085,a_1,-1.113,-1.360,-0.857,-0.655,0.562,0.611,-0.083,-2.632,1.051,1.025,1.282,-0.294,-2.117,1.704,-5.126,-0.682,-4.231,-0.596,0.674,3.973,-6.078,0.431,1.738,-0.000,-0.000
-69.112,33.935,94.880,-128.831,-94.688,-109.334,a_1,-1.113,-1.198,0.390,0.298,0.607,-1.012,0.005,-3.830,1.246,1.187,1.225,0.040,-2.372,1.336,-8.838,-0.474,-2.739,0.685,0.536,3.414,-1.990,1.529,1.834,0.000,-0.000
240.702,35.325,139.405,172.041,-117.803,17.760,a_1,-1.111,-1.009,-1.161,-0.887,0.385,-3.827,-1.136,-3.999,0.947,0.302,1.271,1.243,-0.953,0.541,-7.921,-0.144,1.009,-0.728,0.539,3.459,-2.046,-0.474,1.743,-0.000,-0.000
-89.087,18.581,97.340,-154.981,-95.000,-43.435,a_1,-1.111,-1.165,-0.336,-0.257,0.561,-1.893,-0.314,-2.591,0.587,0.850,1.363,-0.054,-2.167,1.482,-7.769,-0.476,-1.800,0.079,0.345,5.129,-3.059,0.895,1.750,0.000,-0.000
-75.491,18.546,55.648,70.000,131.581,130.597,a_1,-1.111,-1.208,-0.472,-0.360,0.342,2.707,0.471,-2.579,1.030,0.615,-0.529,-3.189,-1.063,1.885,-7.162,-0.206,-1.228,0.512,0.339,5.797,0.826,2.204,1.768,0.000,-0.000
-58.839,49.348,3.378,92.183,90.000,202.623,a_1,-1.111,-1.244,0.676,0.516,0.513,-2.422,-0.567,-2.368,1.062,0.402,-0.513,-3.343,-0.900,1.769,-5.124,-0.567,-5.611,1.600,0.576,4.354,-1.922,2.407,1.735,0.000,-0.000
241.485,48.499,10.310,121.180,80.000,-334.786,a_1,-1.110,-0.977,-0.378,-0.289,0.531,-1.874,-0.679,-1.793,0.321,1.427,-0.532,-2.792,-0.355,1.732,-3.875,-0.518,-1.207,-1.919,0.623,4.626,-6.408,-0.838,1.627,-0.000,-0.000
-79.204,55.107,0.000,-151.953,-80.524,-179.279,a_1,-1.109,-0.991,-0.410,-0.314,-0.154,-0.139,-0.062,0.644,-0.048,1.371,0.405,-6.026,-1.175,1.693,-7.518,-0.543,-3.804,0.278,0.742,2.577,-3.785,0.736,1.852,0.000,-0.000
-70.237,74.725,23.889,-99.542,-80.000,71.888,a_1,-1.109,-1.768,-0.076,-0.058,0.627,1.910,0.215,-4.256,1.123,1.100,1.119,-0.036,-2.397,1.612,-6.241,-0.666,-5.590,0.436,0.808,1.662,-4.874,0.646,1.839,-0.000,-0.000
-65.882,57.044,1.244,120.546,90.000,353.795,a_1,-1.108,-1.223,-0.427,-0.326,0.597,-2.106,-0.561,-3.207,0.650,1.494,-0.597,-4.344,-1.197,1.729,-6.487,-0.561,-5.117,1.117,0.695,3.041,-2.837,1.455,1.820,0.000,-0.000
-75.436,56.962,0.109,18.234,152.441,38.811,a_1,-1.107,-0.736,-0.504,-0.385,-0.258,0.169,-0.007,-6.833,1.930,3.682,0.249,-3.658,-1.761,1.830,-5.599,-0.118,-0.577,1.665,0.714,3.912,1.855,1.705,1.873,-0.000,-0.000
-88.733,29.487,139.999,177.859,-119.859,-33.477,a_1,-1.106,-1.515,-0.439,-0.335,0.544,-3.252,-0.736,-4.339,1.022,0.998,1.329,1.044,-1.300,0.667,-8.736,-0.323,-1.023,0.163,0.501,3.934,-1.716,0.828,1.839,-0.000,-0.000
-71.559,22.283,94.287,-149.615,-94.999,294.078,a_1,-1.106,-1.191,-0.066,-0.051,0.586,-1.185,-0.044,-2.761,0.733,0.851,1.330,-0.387,-2.344,1.476,-8.297,-0.511,-2.778,0.463,0.388,4.517,-2.264,1.755,1.776,0.000,-0.000
266.250,45.816,-14.572,99.065,90.000,196.063,a_1,-1.105,-0.926,0.044,0.033,0.442,-2.255,-0.563,-2.338,1.107,1.027,-0.442,-3.179,0.577,1.722,-1.889,-0.563,-3.147,-0.452,0.542,6.600,-4.542,0.749,1.627,-0.000,-0.000
244.872,29.555,139.999,176.459,-112.166,-6.523,a_1,-1.105,-1.260,-0.955,-0.730,0.432,-3.685,-0.994,-4.202,0.975,0.420,1.326,1.582,-1.001,0.613,-7.523,-0.164,0.672,-0.546,0.472,4.265,-1.933,-0.335,1.736,0.000,-0.000
-67.556,63.470,0.125,-9.129,179.999,-101.484,a_1,-1.104,-0.357,1.657,1.266,-0.211,-1.084,-0.288,-6.663,1.901,3.289,0.608,-3.300,-1.796,1.819,-5.965,-0.078,-0.828,2.472,0.767,3.089,2.844,1.853,1.901,-0.000,-0.000
-68.618,69.536,2.072,-16.377,-180.000,-111.936,a_1,-1.104,-0.383,1.660,1.268,-0.144,-1.349,-0.357,-6.735,1.901,3.208,0.594,-3.501,-1.847,1.783,-6.992,-0.082,-0.673,2.474,0.846,1.932,2.506,1.360,1.942,0.000,-0.000
-75.606,11.907,73.380,69.999,162.340,196.192,a_1,-1.101,-0.302,-0.998,-0.762,-0.085,3.071,0.818,-2.002,0.824,-0.116,-0.530,-2.359,-0.721,1.830,-7.558,-0.187,-1.076,0.357,0.253,5.957,0.909,2.262,1.760,0.000,-0.000
-72.986,47.544,45.755,70.000,169.593,229.736,a_1,-1.100,-0.166,-0.488,-0.373,0.042,3.133,0.892,-3.349,1.037,0.188,-0.770,-4.065,-1.490,1.740,-10.008,-0.158,-0.823,1.133,0.732,1.862,1.008,1.110,1.943,0.000,-0.000
261.361,70.000,-12.942,-73.939,-42.855,-114.805,a_1,-1.099,-0.249,-0.739,-0.564,0.157,0.617,0.301,-2.408,0.857,1.454,1.362,0.080,0.250,1.741,-1.079,-0.706,-4.132,-1.877,0.671,4.832,-7.186,0.077,1.662,-0.000,-0.000
-72.081,29.551,42.441,-85.000,-178.071,-127.360,a_1,-1.099,-0.341,1.323,1.011,-0.405,-3.607,-0.990,-3.601,1.163,1.046,1.460,-0.810,-0.562,1.909,-4.585,-0.115,-0.902,1.093,0.436,6.623,2.489,2.808,1.717,0.000,-0.000
-76.415,5.242,105.158,69.601,108.979,-225.036,a_1,-1.099,-1.425,0.314,0.240,0.486,0.490,-0.133,-0.352,0.460,-0.252,-0.469,-1.469,-1.709,1.562,-8.913,-0.432,-1.952,0.158,0.160,5.192,-1.733,1.746,1.765,0.000,-0.000
249.664,22.495,82.679,-127.086,-95.000,-157.222,a_1,-1.098,-1.364,-0.139,-0.106,0.601,-2.756,-0.644,-1.289,0.798,1.228,1.384,-0.936,-1.757,1.578,-7.440,-0.420,-0.739,-0.431,0.394,4.728,-4.144,-0.315,1.702,-0.000,-0.000
-73.406,22.570,98.926,-122.517,-93.325,-124.493,a_1,-1.098,-0.983,0.261,0.199,0.501,-0.981,-0.041,-3.537,1.265,1.271,1.285,0.407,-2.260,1.405,-7.792,-0.510,-2.666,0.447,0.388,4.839,-2.306,1.751,1.761,0.000,-0.000
-52.238,64.250,0.000,112.380,77.015,219.114,a_1,-1.097,-1.486,0.611,0.467,0.397,-3.430,-0.795,-1.410,0.678,0.959,-0.526,-2.354,-0.900,1.706,-5.409,-0.619,-6.758,2.029,0.649,2.945,-2.532,2.010,1.761,0.000,-0.000
259.346,43.640,33.368,-104.810,-80.000,155.377,a_1,-1.097,-1.405,-0.694,-0.530,0.565,-0.181,-0.225,-0.894,0.675,1.572,1.374,-1.202,-1.515,1.754,-4.654,-0.651,-3.481,-0.921,0.594,4.868,-6.340,0.019,1.673,-0.000,-0.000
-59.428,48.890,17.161,112.623,79.999,-321.197,a_1,-1.097,-0.837,-0.144,-0.110,0.465,-1.764,-0.680,-2.725,0.626,1.215,-0.545,-3.816,-1.755,1.762,-6.929,-0.535,-5.338,1.403,0.624,3.350,-1.897,1.935,1.797,-0.000,-0.000
266.693,64.804,-40.889,77.321,80.000,-207.295,a_1,-1.095,-0.240,-0.499,-0.382,0.148,-1.915,-0.624,-5.342,1.698,1.064,-0.176,-5.684,0.388,1.471,-3.886,-0.538,-2.153,-0.689,0.734,3.900,-4.730,0.395,1.781,0.000,-0.000
236.491,31.769,26.618,69.999,106.095,146.105,a_1,-1.095,-0.927,-1.184,-0.905,0.353,0.435,-0.083,-2.772,1.129,1.943,-0.445,-3.376,-0.258,1.776,-4.746,-0.321,0.387,-1.188,0.459,5.420,-4.326,-1.011,1.594,0.000,-0.000
-62.962,66.739,22.492,-3.216,180.000,-266.647,a_1,-1.095,-0.484,-0.857,-0.654,-0.114,1.112,0.235,-6.946,1.949,3.292,0.068,-1.894,-1.195,1.758,-7.394,-0.050,-0.955,2.786,0.834,1.872,3.282,1.571,1.935,0.000,-0.000
-57.949,18.224,81.766,69.826,144.688,181.019,a_1,-1.094,-1.151,-0.487,-0.372,0.353,2.370,0.603,-1.022,0.676,-0.873,-0.533,-2.172,-1.230,1.682,-8.864,-0.270,-2.321,0.744,0.338,4.433,1.075,2.794,1.793,-0.000,-0.000
269.360,40.437,50.684,-132.296,-80.000,9.423,a_1,-1.094,-1.051,0.251,0.192,0.488,0.009,-0.087,-2.540,0.510,2.034,1.333,0.220,-2.305,1.698,-5.009,-0.654,-3.840,-0.316,0.559,5.068,-5.422,0.623,1.694,-0.000,-0.000
253.764,18.331,154.528,-173.700,-95.000,265.982,a_1,-1.092,-1.298,0.392,0.300,0.474,-3.163,-0.578,-3.999,1.238,1.234,1.320,1.284,-1.230,0.548,-7.566,-0.219,-0.020,-0.175,0.339,5.221,-1.751,0.110,1.735,0.000,-0.000
224.610,-0.162,103.669,76.225,80.000,-279.370,a_1,-1.092,-1.091,0.248,0.190,0.377,0.139,-0.305,-0.448,0.233,0.340,-0.326,-0.977,-0.646,1.479,-6.946,-0.160,0.402,0.090,0.063,5.465,-2.662,-1.588,1.505,0.000,-0.000
236.099,24.068,151.789,-175.857,-87.373,-110.010,a_1,-1.092,-1.350,0.363,0.277,0.511,-3.715,-0.745,-3.597,1.195,0.875,1.219,0.658,-0.896,0.505,-7.983,-0.053,0.878,-0.552,0.395,4.038,-1.320,-0.654,1.690,0.000,-0.000
-70.035,27.548,40.380,69.999,159.814,-113.128,a_1,-1.092,-0.048,0.151,0.115,0.036,2.464,0.769,-3.687,1.196,0.988,-0.528,-4.059,-1.445,1.883,-7.328,-0.209,-1.606,0.880,0.451,5.047,1.197,2.324,1.803,-0.000,-0.000
212.134,6.584,105.476,67.940,85.848,100.304,a_1,-1.091,-1.296,-0.018,-0.014,0.347,0.747,-0.110,-0.284,0.271,0.253,-0.312,-0.850,-0.056,1.301,-7.174,-0.055,1.457,-0.238,0.147,4.265,-2.369,-1.876,1.443,0.000,-0.000
-77.139,39.979,7.206,-146.463,-80.000,174.173,a_1,-1.091,-0.909,-0.345,-0.264,-0.197,0.125,-0.010,0.966,-0.065,1.554,0.617,-5.292,-0.855,1.753,-6.065,-0.574,-4.288,0.449,0.559,4.645,-3.432,1.402,1.756,0.000,-0.000
-75.007,42.080,137.953,-180.000,179.804,21.168,a_1,-1.090,-0.310,-1.083,-0.827,-0.160,-3.852,-1.071,-4.300,1.211,1.196,1.212,0.327,-0.326,0.549,-10.013,-0.197,-2.268,0.874,0.670,2.282,0.435,1.138,1.928,0.000,-0.000
-90.000,3.818,82.872,70.000,164.499,183.231,a_1,-1.089,-0.221,-1.214,-0.927,-0.267,3.045,0.776,-1.887,0.750,-0.084,-0.507,-2.112,-0.377,1.812,-7.375,-0.147,-0.410,0.118,0.136,6.514,0.187,1.389,1.724,0.000,-0.000
259.628,40.706,15.625,112.700,90.000,-0.288,a_1,-1.088,-1.197,-0.401,-0.306,0.589,-1.878,-0.541,-2.978,0.588,1.429,-0.589,-4.099,-0.622,1.779,-5.341,-0.541,-2.519,-0.656,0.579,4.849,-5.004,0.134,1.712,0.000,-0.000
261.762,17.621,60.574,180.000,-113.384,316.903,a_1,-1.088,0.127,-1.102,-0.842,-0.230,-1.679,-0.452,0.786,-0.121,-1.633,0.570,-4.457,-0.994,1.820,-8.543,-0.290,-0.566,-0.031,0.340,4.740,-1.923,0.472,1.783,0.000,-0.000
243.319,33.577,92.241,-145.164,-94.470,319.185,a_1,-1.087,-1.460,-0.555,-0.424,0.608,-3.450,-0.739,-3.556,0.820,0.917,1.351,1.241,-1.770,1.305,-6.803,-0.352,0.422,-0.887,0.519,4.236,-4.124,-0.578,1.700,0.000,-0.000
-78.789,52.466,0.175,21.807,148.055,13.699,a_1,-1.087,-0.823,-0.052,-0.040,-0.272,-0.070,-0.061,-6.800,1.920,3.484,0.263,-4.307,-1.719,1.819,-5.735,-0.163,-0.729,1.231,0.684,4.198,1.077,1.566,1.858,-0.000,-0.000
-89.608,27.631,61.232,80.934,80.000,95.035,a_1,-1.087,-1.177,0.097,0.074,0.593,-1.167,-0.676,-2.007,0.685,1.006,-0.631,-3.173,-2.058,1.744,-8.344,-0.509,-2.437,-0.002,0.470,4.107,-3.704,0.644,1.789,-0.000,-0.000
255.297,24.178,110.274,-137.996,-95.000,251.518,a_1,-1.087,-1.369,0.214,0.163,0.586,-3.151,-0.567,-3.385,1.136,1.365,1.308,0.495,-1.715,1.219,-8.367,-0.342,-0.244,-0.265,0.427,4.246,-3.001,0.036,1.770,0.000,-0.000
